Datetime,T_Outdoor(C),H_Outdoor(g/m3),CO2_Outdoor(g/m3),Radiation_Outdoor(w/m2)
2022-07-01T00:00:00,21.70,11.06,0.75,0.00
2022-07-01T00:05:00,21.62,11.06,0.75,0.00
2022-07-01T00:10:00,21.55,11.06,0.76,0.00
2022-07-01T00:15:00,21.48,11.06,0.76,0.00
2022-07-01T00:20:00,21.40,11.06,0.76,0.00
2022-07-01T00:25:00,21.32,11.06,0.76,0.00
2022-07-01T00:30:00,21.25,11.06,0.76,0.00
2022-07-01T00:35:00,21.18,11.06,0.76,0.00
2022-07-01T00:40:00,21.10,11.05,0.76,0.00
2022-07-01T00:45:00,21.02,11.05,0.76,0.00
2022-07-01T00:50:00,20.95,11.05,0.76,0.00
2022-07-01T00:55:00,20.88,11.05,0.76,0.00
2022-07-01T01:00:00,20.80,11.04,0.76,0.00
2022-07-01T01:05:00,20.74,11.04,0.76,0.00
2022-07-01T01:10:00,20.68,11.03,0.76,0.00
2022-07-01T01:15:00,20.62,11.02,0.76,0.00
2022-07-01T01:20:00,20.57,11.01,0.76,0.00
2022-07-01T01:25:00,20.51,11.01,0.76,0.00
2022-07-01T01:30:00,20.45,11.00,0.76,0.00
2022-07-01T01:35:00,20.39,10.99,0.76,0.00
2022-07-01T01:40:00,20.33,10.98,0.76,0.00
2022-07-01T01:45:00,20.28,10.97,0.76,0.00
2022-07-01T01:50:00,20.22,10.97,0.76,0.00
2022-07-01T01:55:00,20.16,10.96,0.76,0.00
2022-07-01T02:00:00,20.10,10.95,0.76,0.00
2022-07-01T02:05:00,20.08,10.92,0.76,0.00
2022-07-01T02:10:00,20.05,10.89,0.76,0.00
2022-07-01T02:15:00,20.03,10.86,0.76,0.00
2022-07-01T02:20:00,20.00,10.83,0.76,0.00
2022-07-01T02:25:00,19.98,10.80,0.76,0.00
2022-07-01T02:30:00,19.95,10.77,0.76,0.00
2022-07-01T02:35:00,19.92,10.74,0.76,0.00
2022-07-01T02:40:00,19.90,10.71,0.76,0.00
2022-07-01T02:45:00,19.88,10.68,0.76,0.00
2022-07-01T02:50:00,19.85,10.65,0.76,0.00
2022-07-01T02:55:00,19.82,10.62,0.76,0.00
2022-07-01T03:00:00,19.80,10.59,0.76,0.00
2022-07-01T03:05:00,19.79,10.55,0.76,0.00
2022-07-01T03:10:00,19.78,10.52,0.76,0.00
2022-07-01T03:15:00,19.77,10.49,0.76,0.00
2022-07-01T03:20:00,19.77,10.45,0.76,0.00
2022-07-01T03:25:00,19.76,10.42,0.76,0.00
2022-07-01T03:30:00,19.75,10.39,0.76,0.00
2022-07-01T03:35:00,19.74,10.35,0.76,0.00
2022-07-01T03:40:00,19.73,10.32,0.76,0.00
2022-07-01T03:45:00,19.73,10.29,0.76,0.00
2022-07-01T03:50:00,19.72,10.25,0.76,0.00
2022-07-01T03:55:00,19.71,10.22,0.76,0.00
2022-07-01T04:00:00,19.70,10.19,0.76,0.00
2022-07-01T04:05:00,19.69,10.18,0.76,0.00
2022-07-01T04:10:00,19.68,10.18,0.76,0.00
2022-07-01T04:15:00,19.68,10.17,0.76,0.00
2022-07-01T04:20:00,19.67,10.17,0.76,0.00
2022-07-01T04:25:00,19.66,10.16,0.76,0.00
2022-07-01T04:30:00,19.65,10.16,0.76,0.00
2022-07-01T04:35:00,19.64,10.15,0.76,0.00
2022-07-01T04:40:00,19.63,10.15,0.76,0.00
2022-07-01T04:45:00,19.62,10.14,0.76,0.00
2022-07-01T04:50:00,19.62,10.14,0.76,0.00
2022-07-01T04:55:00,19.61,10.13,0.76,0.00
2022-07-01T05:00:00,19.60,10.13,0.76,0.00
2022-07-01T05:05:00,19.60,10.14,0.76,0.42
2022-07-01T05:10:00,19.60,10.15,0.76,0.83
2022-07-01T05:15:00,19.60,10.17,0.76,1.25
2022-07-01T05:20:00,19.60,10.18,0.76,1.67
2022-07-01T05:25:00,19.60,10.20,0.76,2.08
2022-07-01T05:30:00,19.60,10.21,0.76,2.50
2022-07-01T05:35:00,19.60,10.22,0.76,2.92
2022-07-01T05:40:00,19.60,10.24,0.76,3.33
2022-07-01T05:45:00,19.60,10.25,0.76,3.75
2022-07-01T05:50:00,19.60,10.27,0.76,4.17
2022-07-01T05:55:00,19.60,10.28,0.76,4.58
2022-07-01T06:00:00,19.60,10.30,0.76,5.00
2022-07-01T06:05:00,19.68,10.36,0.76,11.67
2022-07-01T06:10:00,19.77,10.42,0.76,18.33
2022-07-01T06:15:00,19.85,10.49,0.76,25.00
2022-07-01T06:20:00,19.93,10.56,0.76,31.67
2022-07-01T06:25:00,20.02,10.62,0.76,38.33
2022-07-01T06:30:00,20.10,10.69,0.76,45.00
2022-07-01T06:35:00,20.18,10.76,0.76,51.67
2022-07-01T06:40:00,20.27,10.82,0.76,58.33
2022-07-01T06:45:00,20.35,10.89,0.76,65.00
2022-07-01T06:50:00,20.43,10.96,0.76,71.67
2022-07-01T06:55:00,20.52,11.03,0.76,78.33
2022-07-01T07:00:00,20.60,11.09,0.76,85.00
2022-07-01T07:05:00,20.79,11.23,0.76,98.33
2022-07-01T07:10:00,20.98,11.38,0.76,111.67
2022-07-01T07:15:00,21.18,11.52,0.75,125.00
2022-07-01T07:20:00,21.37,11.66,0.75,138.33
2022-07-01T07:25:00,21.56,11.81,0.75,151.67
2022-07-01T07:30:00,21.75,11.96,0.75,165.00
2022-07-01T07:35:00,21.94,12.10,0.75,178.33
2022-07-01T07:40:00,22.13,12.26,0.75,191.67
2022-07-01T07:45:00,22.32,12.41,0.75,205.00
2022-07-01T07:50:00,22.52,12.56,0.75,218.33
2022-07-01T07:55:00,22.71,12.72,0.75,231.67
2022-07-01T08:00:00,22.90,12.88,0.75,245.00
2022-07-01T08:05:00,23.09,12.93,0.75,256.92
2022-07-01T08:10:00,23.28,12.99,0.75,268.83
2022-07-01T08:15:00,23.48,13.04,0.75,280.75
2022-07-01T08:20:00,23.67,13.10,0.75,292.67
2022-07-01T08:25:00,23.86,13.15,0.75,304.58
2022-07-01T08:30:00,24.05,13.20,0.75,316.50
2022-07-01T08:35:00,24.24,13.25,0.75,328.42
2022-07-01T08:40:00,24.43,13.31,0.75,340.33
2022-07-01T08:45:00,24.62,13.36,0.75,352.25
2022-07-01T08:50:00,24.82,13.41,0.75,364.17
2022-07-01T08:55:00,25.01,13.46,0.74,376.08
2022-07-01T09:00:00,25.20,13.51,0.74,388.00
2022-07-01T09:05:00,25.38,13.54,0.74,394.00
2022-07-01T09:10:00,25.55,13.58,0.74,400.00
2022-07-01T09:15:00,25.72,13.61,0.74,406.00
2022-07-01T09:20:00,25.90,13.64,0.74,412.00
2022-07-01T09:25:00,26.08,13.68,0.74,418.00
2022-07-01T09:30:00,26.25,13.71,0.74,424.00
2022-07-01T09:35:00,26.42,13.74,0.74,430.00
2022-07-01T09:40:00,26.60,13.77,0.74,436.00
2022-07-01T09:45:00,26.78,13.80,0.74,442.00
2022-07-01T09:50:00,26.95,13.82,0.74,448.00
2022-07-01T09:55:00,27.12,13.85,0.74,454.00
2022-07-01T10:00:00,27.30,13.88,0.74,460.00
2022-07-01T10:05:00,27.52,13.89,0.74,477.42
2022-07-01T10:10:00,27.73,13.90,0.74,494.83
2022-07-01T10:15:00,27.95,13.91,0.74,512.25
2022-07-01T10:20:00,28.17,13.91,0.74,529.67
2022-07-01T10:25:00,28.38,13.92,0.74,547.08
2022-07-01T10:30:00,28.60,13.92,0.74,564.50
2022-07-01T10:35:00,28.82,13.92,0.73,581.92
2022-07-01T10:40:00,29.03,13.92,0.73,599.33
2022-07-01T10:45:00,29.25,13.91,0.73,616.75
2022-07-01T10:50:00,29.47,13.91,0.73,634.17
2022-07-01T10:55:00,29.68,13.90,0.73,651.58
2022-07-01T11:00:00,29.90,13.89,0.73,669.00
2022-07-01T11:05:00,30.01,13.74,0.73,674.42
2022-07-01T11:10:00,30.12,13.59,0.73,679.83
2022-07-01T11:15:00,30.22,13.44,0.73,685.25
2022-07-01T11:20:00,30.33,13.29,0.73,690.67
2022-07-01T11:25:00,30.44,13.13,0.73,696.08
2022-07-01T11:30:00,30.55,12.98,0.73,701.50
2022-07-01T11:35:00,30.66,12.82,0.73,706.92
2022-07-01T11:40:00,30.77,12.66,0.73,712.33
2022-07-01T11:45:00,30.88,12.49,0.73,717.75
2022-07-01T11:50:00,30.98,12.32,0.73,723.17
2022-07-01T11:55:00,31.09,12.15,0.73,728.58
2022-07-01T12:00:00,31.20,11.98,0.73,734.00
2022-07-01T12:05:00,31.31,11.97,0.73,745.58
2022-07-01T12:10:00,31.42,11.96,0.73,757.17
2022-07-01T12:15:00,31.52,11.95,0.73,768.75
2022-07-01T12:20:00,31.63,11.93,0.73,780.33
2022-07-01T12:25:00,31.74,11.92,0.73,791.92
2022-07-01T12:30:00,31.85,11.90,0.73,803.50
2022-07-01T12:35:00,31.96,11.89,0.73,815.08
2022-07-01T12:40:00,32.07,11.87,0.73,826.67
2022-07-01T12:45:00,32.17,11.86,0.73,838.25
2022-07-01T12:50:00,32.28,11.84,0.73,849.83
2022-07-01T12:55:00,32.39,11.82,0.73,861.42
2022-07-01T13:00:00,32.50,11.80,0.73,873.00
2022-07-01T13:05:00,32.45,11.83,0.73,866.17
2022-07-01T13:10:00,32.40,11.86,0.73,859.33
2022-07-01T13:15:00,32.35,11.88,0.73,852.50
2022-07-01T13:20:00,32.30,11.91,0.73,845.67
2022-07-01T13:25:00,32.25,11.93,0.73,838.83
2022-07-01T13:30:00,32.20,11.96,0.73,832.00
2022-07-01T13:35:00,32.15,11.98,0.73,825.17
2022-07-01T13:40:00,32.10,12.01,0.73,818.33
2022-07-01T13:45:00,32.05,12.03,0.73,811.50
2022-07-01T13:50:00,32.00,12.06,0.73,804.67
2022-07-01T13:55:00,31.95,12.08,0.73,797.83
2022-07-01T14:00:00,31.90,12.10,0.73,791.00
2022-07-01T14:05:00,31.85,12.24,0.73,779.25
2022-07-01T14:10:00,31.80,12.37,0.73,767.50
2022-07-01T14:15:00,31.75,12.51,0.73,755.75
2022-07-01T14:20:00,31.70,12.64,0.73,744.00
2022-07-01T14:25:00,31.65,12.77,0.73,732.25
2022-07-01T14:30:00,31.60,12.90,0.73,720.50
2022-07-01T14:35:00,31.55,13.03,0.73,708.75
2022-07-01T14:40:00,31.50,13.16,0.73,697.00
2022-07-01T14:45:00,31.45,13.29,0.73,685.25
2022-07-01T14:50:00,31.40,13.42,0.73,673.50
2022-07-01T14:55:00,31.35,13.55,0.73,661.75
2022-07-01T15:00:00,31.30,13.68,0.73,650.00
2022-07-01T15:05:00,31.42,13.57,0.73,656.00
2022-07-01T15:10:00,31.53,13.46,0.73,662.00
2022-07-01T15:15:00,31.65,13.35,0.73,668.00
2022-07-01T15:20:00,31.77,13.24,0.73,674.00
2022-07-01T15:25:00,31.88,13.13,0.73,680.00
2022-07-01T15:30:00,32.00,13.01,0.73,686.00
2022-07-01T15:35:00,32.12,12.90,0.72,692.00
2022-07-01T15:40:00,32.23,12.78,0.72,698.00
2022-07-01T15:45:00,32.35,12.66,0.72,704.00
2022-07-01T15:50:00,32.47,12.53,0.72,710.00
2022-07-01T15:55:00,32.58,12.41,0.72,716.00
2022-07-01T16:00:00,32.70,12.28,0.72,722.00
2022-07-01T16:05:00,32.72,12.17,0.72,712.00
2022-07-01T16:10:00,32.73,12.07,0.72,702.00
2022-07-01T16:15:00,32.75,11.96,0.72,692.00
2022-07-01T16:20:00,32.77,11.85,0.72,682.00
2022-07-01T16:25:00,32.78,11.75,0.72,672.00
2022-07-01T16:30:00,32.80,11.64,0.72,662.00
2022-07-01T16:35:00,32.82,11.53,0.72,652.00
2022-07-01T16:40:00,32.83,11.43,0.72,642.00
2022-07-01T16:45:00,32.85,11.32,0.72,632.00
2022-07-01T16:50:00,32.87,11.21,0.72,622.00
2022-07-01T16:55:00,32.88,11.10,0.72,612.00
2022-07-01T17:00:00,32.90,10.99,0.72,602.00
2022-07-01T17:05:00,32.82,11.03,0.72,583.25
2022-07-01T17:10:00,32.73,11.07,0.72,564.50
2022-07-01T17:15:00,32.65,11.11,0.72,545.75
2022-07-01T17:20:00,32.57,11.15,0.72,527.00
2022-07-01T17:25:00,32.48,11.19,0.72,508.25
2022-07-01T17:30:00,32.40,11.22,0.72,489.50
2022-07-01T17:35:00,32.32,11.26,0.72,470.75
2022-07-01T17:40:00,32.23,11.29,0.72,452.00
2022-07-01T17:45:00,32.15,11.33,0.72,433.25
2022-07-01T17:50:00,32.07,11.36,0.72,414.50
2022-07-01T17:55:00,31.98,11.40,0.72,395.75
2022-07-01T18:00:00,31.90,11.43,0.72,377.00
2022-07-01T18:05:00,31.66,11.56,0.72,354.50
2022-07-01T18:10:00,31.42,11.69,0.73,332.00
2022-07-01T18:15:00,31.17,11.80,0.73,309.50
2022-07-01T18:20:00,30.93,11.92,0.73,287.00
2022-07-01T18:25:00,30.69,12.03,0.73,264.50
2022-07-01T18:30:00,30.45,12.13,0.73,242.00
2022-07-01T18:35:00,30.21,12.23,0.73,219.50
2022-07-01T18:40:00,29.97,12.32,0.73,197.00
2022-07-01T18:45:00,29.72,12.41,0.73,174.50
2022-07-01T18:50:00,29.48,12.49,0.73,152.00
2022-07-01T18:55:00,29.24,12.57,0.73,129.50
2022-07-01T19:00:00,29.00,12.65,0.73,107.00
2022-07-01T19:05:00,28.82,12.76,0.73,100.25
2022-07-01T19:10:00,28.63,12.87,0.73,93.50
2022-07-01T19:15:00,28.45,12.97,0.73,86.75
2022-07-01T19:20:00,28.27,13.07,0.73,80.00
2022-07-01T19:25:00,28.08,13.17,0.73,73.25
2022-07-01T19:30:00,27.90,13.26,0.73,66.50
2022-07-01T19:35:00,27.72,13.35,0.73,59.75
2022-07-01T19:40:00,27.53,13.44,0.74,53.00
2022-07-01T19:45:00,27.35,13.52,0.74,46.25
2022-07-01T19:50:00,27.17,13.60,0.74,39.50
2022-07-01T19:55:00,26.98,13.68,0.74,32.75
2022-07-01T20:00:00,26.80,13.75,0.74,26.00
2022-07-01T20:05:00,26.42,14.19,0.74,24.00
2022-07-01T20:10:00,26.03,14.60,0.74,22.00
2022-07-01T20:15:00,25.65,14.99,0.74,20.00
2022-07-01T20:20:00,25.27,15.35,0.74,18.00
2022-07-01T20:25:00,24.88,15.69,0.74,16.00
2022-07-01T20:30:00,24.50,16.01,0.74,14.00
2022-07-01T20:35:00,24.12,16.30,0.74,12.00
2022-07-01T20:40:00,23.73,16.57,0.75,10.00
2022-07-01T20:45:00,23.35,16.83,0.75,8.00
2022-07-01T20:50:00,22.97,17.06,0.75,6.00
2022-07-01T20:55:00,22.58,17.28,0.75,4.00
2022-07-01T21:00:00,22.20,17.47,0.75,2.00
2022-07-01T21:05:00,22.18,17.51,0.75,1.83
2022-07-01T21:10:00,22.15,17.55,0.75,1.67
2022-07-01T21:15:00,22.12,17.59,0.75,1.50
2022-07-01T21:20:00,22.10,17.63,0.75,1.33
2022-07-01T21:25:00,22.08,17.67,0.75,1.17
2022-07-01T21:30:00,22.05,17.71,0.75,1.00
2022-07-01T21:35:00,22.02,17.75,0.75,0.83
2022-07-01T21:40:00,22.00,17.79,0.75,0.67
2022-07-01T21:45:00,21.98,17.83,0.75,0.50
2022-07-01T21:50:00,21.95,17.87,0.75,0.33
2022-07-01T21:55:00,21.92,17.91,0.75,0.17
2022-07-01T22:00:00,21.90,17.95,0.75,0.00
2022-07-01T22:05:00,21.85,18.01,0.75,0.00
2022-07-01T22:10:00,21.80,18.07,0.75,0.00
2022-07-01T22:15:00,21.75,18.13,0.75,0.00
2022-07-01T22:20:00,21.70,18.18,0.75,0.00
2022-07-01T22:25:00,21.65,18.24,0.75,0.00
2022-07-01T22:30:00,21.60,18.30,0.75,0.00
2022-07-01T22:35:00,21.55,18.36,0.75,0.00
2022-07-01T22:40:00,21.50,18.41,0.75,0.00
2022-07-01T22:45:00,21.45,18.47,0.75,0.00
2022-07-01T22:50:00,21.40,18.53,0.75,0.00
2022-07-01T22:55:00,21.35,18.58,0.75,0.00
2022-07-01T23:00:00,21.30,18.64,0.75,0.00
2022-07-01T23:05:00,21.27,18.60,0.75,0.00
2022-07-01T23:10:00,21.23,18.57,0.75,0.00
2022-07-01T23:15:00,21.20,18.53,0.75,0.00
2022-07-01T23:20:00,21.17,18.49,0.75,0.00
2022-07-01T23:25:00,21.13,18.46,0.75,0.00
2022-07-01T23:30:00,21.10,18.42,0.75,0.00
2022-07-01T23:35:00,21.07,18.39,0.75,0.00
2022-07-01T23:40:00,21.03,18.35,0.75,0.00
2022-07-01T23:45:00,21.00,18.32,0.75,0.00
2022-07-01T23:50:00,20.97,18.28,0.75,0.00
2022-07-01T23:55:00,20.93,18.25,0.75,0.00
2022-07-02T00:00:00,20.90,18.21,0.75,0.00
2022-07-02T00:05:00,20.82,18.12,0.75,0.00
2022-07-02T00:10:00,20.73,18.03,0.75,0.00
2022-07-02T00:15:00,20.65,17.95,0.75,0.00
2022-07-02T00:20:00,20.57,17.86,0.75,0.00
2022-07-02T00:25:00,20.48,17.77,0.75,0.00
2022-07-02T00:30:00,20.40,17.69,0.75,0.00
2022-07-02T00:35:00,20.32,17.60,0.75,0.00
2022-07-02T00:40:00,20.23,17.52,0.75,0.00
2022-07-02T00:45:00,20.15,17.43,0.75,0.00
2022-07-02T00:50:00,20.07,17.35,0.75,0.00
2022-07-02T00:55:00,19.98,17.26,0.75,0.00
2022-07-02T01:00:00,19.90,17.18,0.75,0.00
2022-07-02T01:05:00,19.90,17.18,0.75,0.00
2022-07-02T01:10:00,19.90,17.18,0.75,0.00
2022-07-02T01:15:00,19.90,17.18,0.75,0.00
2022-07-02T01:20:00,19.90,17.18,0.75,0.00
2022-07-02T01:25:00,19.90,17.18,0.75,0.00
2022-07-02T01:30:00,19.90,17.18,0.75,0.00
2022-07-02T01:35:00,19.90,17.18,0.75,0.00
2022-07-02T01:40:00,19.90,17.18,0.75,0.00
2022-07-02T01:45:00,19.90,17.18,0.75,0.00
2022-07-02T01:50:00,19.90,17.18,0.75,0.00
2022-07-02T01:55:00,19.90,17.18,0.75,0.00
2022-07-02T02:00:00,19.90,17.18,0.75,0.00
2022-07-02T02:05:00,19.90,17.18,0.75,0.00
2022-07-02T02:10:00,19.90,17.18,0.75,0.00
2022-07-02T02:15:00,19.90,17.18,0.75,0.00
2022-07-02T02:20:00,19.90,17.18,0.75,0.00
2022-07-02T02:25:00,19.90,17.18,0.75,0.00
2022-07-02T02:30:00,19.90,17.18,0.75,0.00
2022-07-02T02:35:00,19.90,17.18,0.75,0.00
2022-07-02T02:40:00,19.90,17.18,0.75,0.00
2022-07-02T02:45:00,19.90,17.18,0.75,0.00
2022-07-02T02:50:00,19.90,17.18,0.75,0.00
2022-07-02T02:55:00,19.90,17.18,0.75,0.00
2022-07-02T03:00:00,19.90,17.18,0.75,0.00
2022-07-02T03:05:00,19.90,17.18,0.75,0.00
2022-07-02T03:10:00,19.90,17.18,0.75,0.00
2022-07-02T03:15:00,19.90,17.18,0.75,0.00
2022-07-02T03:20:00,19.90,17.18,0.75,0.00
2022-07-02T03:25:00,19.90,17.18,0.75,0.00
2022-07-02T03:30:00,19.90,17.18,0.75,0.00
2022-07-02T03:35:00,19.90,17.18,0.75,0.00
2022-07-02T03:40:00,19.90,17.18,0.75,0.00
2022-07-02T03:45:00,19.90,17.18,0.75,0.00
2022-07-02T03:50:00,19.90,17.18,0.75,0.00
2022-07-02T03:55:00,19.90,17.18,0.75,0.00
2022-07-02T04:00:00,19.90,17.18,0.75,0.00
2022-07-02T04:05:00,19.86,17.14,0.75,0.00
2022-07-02T04:10:00,19.82,17.09,0.75,0.00
2022-07-02T04:15:00,19.77,17.05,0.75,0.00
2022-07-02T04:20:00,19.73,17.01,0.76,0.00
2022-07-02T04:25:00,19.69,16.97,0.76,0.00
2022-07-02T04:30:00,19.65,16.93,0.76,0.00
2022-07-02T04:35:00,19.61,16.89,0.76,0.00
2022-07-02T04:40:00,19.57,16.84,0.76,0.00
2022-07-02T04:45:00,19.52,16.80,0.76,0.00
2022-07-02T04:50:00,19.48,16.76,0.76,0.00
2022-07-02T04:55:00,19.44,16.72,0.76,0.00
2022-07-02T05:00:00,19.40,16.68,0.76,0.00
2022-07-02T05:05:00,19.41,16.69,0.76,0.08
2022-07-02T05:10:00,19.42,16.70,0.76,0.17
2022-07-02T05:15:00,19.42,16.70,0.76,0.25
2022-07-02T05:20:00,19.43,16.71,0.76,0.33
2022-07-02T05:25:00,19.44,16.72,0.76,0.42
2022-07-02T05:30:00,19.45,16.73,0.76,0.50
2022-07-02T05:35:00,19.46,16.74,0.76,0.58
2022-07-02T05:40:00,19.47,16.75,0.76,0.67
2022-07-02T05:45:00,19.48,16.75,0.76,0.75
2022-07-02T05:50:00,19.48,16.76,0.76,0.83
2022-07-02T05:55:00,19.49,16.77,0.76,0.92
2022-07-02T06:00:00,19.50,16.78,0.76,1.00
2022-07-02T06:05:00,19.52,16.80,0.76,1.58
2022-07-02T06:10:00,19.53,16.81,0.76,2.17
2022-07-02T06:15:00,19.55,16.83,0.76,2.75
2022-07-02T06:20:00,19.57,16.84,0.76,3.33
2022-07-02T06:25:00,19.58,16.86,0.76,3.92
2022-07-02T06:30:00,19.60,16.88,0.76,4.50
2022-07-02T06:35:00,19.62,16.89,0.76,5.08
2022-07-02T06:40:00,19.63,16.91,0.76,5.67
2022-07-02T06:45:00,19.65,16.93,0.76,6.25
2022-07-02T06:50:00,19.67,16.94,0.76,6.83
2022-07-02T06:55:00,19.68,16.96,0.76,7.42
2022-07-02T07:00:00,19.70,16.98,0.76,8.00
2022-07-02T07:05:00,19.81,17.01,0.76,9.25
2022-07-02T07:10:00,19.92,17.05,0.76,10.50
2022-07-02T07:15:00,20.02,17.09,0.76,11.75
2022-07-02T07:20:00,20.13,17.12,0.75,13.00
2022-07-02T07:25:00,20.24,17.16,0.75,14.25
2022-07-02T07:30:00,20.35,17.19,0.75,15.50
2022-07-02T07:35:00,20.46,17.23,0.75,16.75
2022-07-02T07:40:00,20.57,17.26,0.75,18.00
2022-07-02T07:45:00,20.68,17.30,0.75,19.25
2022-07-02T07:50:00,20.78,17.33,0.75,20.50
2022-07-02T07:55:00,20.89,17.37,0.75,21.75
2022-07-02T08:00:00,21.00,17.40,0.75,23.00
2022-07-02T08:05:00,21.08,17.37,0.75,42.92
2022-07-02T08:10:00,21.15,17.34,0.75,62.83
2022-07-02T08:15:00,21.22,17.30,0.75,82.75
2022-07-02T08:20:00,21.30,17.27,0.75,102.67
2022-07-02T08:25:00,21.38,17.24,0.75,122.58
2022-07-02T08:30:00,21.45,17.20,0.75,142.50
2022-07-02T08:35:00,21.52,17.17,0.75,162.42
2022-07-02T08:40:00,21.60,17.13,0.75,182.33
2022-07-02T08:45:00,21.67,17.09,0.75,202.25
2022-07-02T08:50:00,21.75,17.06,0.75,222.17
2022-07-02T08:55:00,21.82,17.02,0.75,242.08
2022-07-02T09:00:00,21.90,16.98,0.75,262.00
2022-07-02T09:05:00,22.01,16.92,0.75,285.92
2022-07-02T09:10:00,22.12,16.87,0.75,309.83
2022-07-02T09:15:00,22.22,16.81,0.75,333.75
2022-07-02T09:20:00,22.33,16.75,0.75,357.67
2022-07-02T09:25:00,22.44,16.69,0.75,381.58
2022-07-02T09:30:00,22.55,16.63,0.75,405.50
2022-07-02T09:35:00,22.66,16.56,0.75,429.42
2022-07-02T09:40:00,22.77,16.50,0.75,453.33
2022-07-02T09:45:00,22.88,16.43,0.75,477.25
2022-07-02T09:50:00,22.98,16.36,0.75,501.17
2022-07-02T09:55:00,23.09,16.29,0.75,525.08
2022-07-02T10:00:00,23.20,16.22,0.75,549.00
2022-07-02T10:05:00,23.30,16.10,0.75,564.75
2022-07-02T10:10:00,23.40,15.98,0.75,580.50
2022-07-02T10:15:00,23.50,15.86,0.75,596.25
2022-07-02T10:20:00,23.60,15.74,0.75,612.00
2022-07-02T10:25:00,23.70,15.62,0.75,627.75
2022-07-02T10:30:00,23.80,15.49,0.75,643.50
2022-07-02T10:35:00,23.90,15.36,0.75,659.25
2022-07-02T10:40:00,24.00,15.23,0.75,675.00
2022-07-02T10:45:00,24.10,15.10,0.75,690.75
2022-07-02T10:50:00,24.20,14.97,0.75,706.50
2022-07-02T10:55:00,24.30,14.83,0.75,722.25
2022-07-02T11:00:00,24.40,14.69,0.74,738.00
2022-07-02T11:05:00,24.45,14.60,0.74,732.42
2022-07-02T11:10:00,24.50,14.51,0.74,726.83
2022-07-02T11:15:00,24.55,14.42,0.74,721.25
2022-07-02T11:20:00,24.60,14.33,0.74,715.67
2022-07-02T11:25:00,24.65,14.24,0.74,710.08
2022-07-02T11:30:00,24.70,14.15,0.74,704.50
2022-07-02T11:35:00,24.75,14.06,0.74,698.92
2022-07-02T11:40:00,24.80,13.96,0.74,693.33
2022-07-02T11:45:00,24.85,13.87,0.74,687.75
2022-07-02T11:50:00,24.90,13.78,0.74,682.17
2022-07-02T11:55:00,24.95,13.68,0.74,676.58
2022-07-02T12:00:00,25.00,13.59,0.74,671.00
2022-07-02T12:05:00,25.07,13.54,0.74,679.75
2022-07-02T12:10:00,25.13,13.49,0.74,688.50
2022-07-02T12:15:00,25.20,13.45,0.74,697.25
2022-07-02T12:20:00,25.27,13.40,0.74,706.00
2022-07-02T12:25:00,25.33,13.35,0.74,714.75
2022-07-02T12:30:00,25.40,13.31,0.74,723.50
2022-07-02T12:35:00,25.47,13.26,0.74,732.25
2022-07-02T12:40:00,25.53,13.21,0.74,741.00
2022-07-02T12:45:00,25.60,13.16,0.74,749.75
2022-07-02T12:50:00,25.67,13.11,0.74,758.50
2022-07-02T12:55:00,25.73,13.06,0.74,767.25
2022-07-02T13:00:00,25.80,13.01,0.74,776.00
2022-07-02T13:05:00,25.81,13.01,0.74,775.75
2022-07-02T13:10:00,25.82,13.02,0.74,775.50
2022-07-02T13:15:00,25.82,13.02,0.74,775.25
2022-07-02T13:20:00,25.83,13.03,0.74,775.00
2022-07-02T13:25:00,25.84,13.04,0.74,774.75
2022-07-02T13:30:00,25.85,13.04,0.74,774.50
2022-07-02T13:35:00,25.86,13.05,0.74,774.25
2022-07-02T13:40:00,25.87,13.05,0.74,774.00
2022-07-02T13:45:00,25.88,13.06,0.74,773.75
2022-07-02T13:50:00,25.88,13.07,0.74,773.50
2022-07-02T13:55:00,25.89,13.07,0.74,773.25
2022-07-02T14:00:00,25.90,13.08,0.74,773.00
2022-07-02T14:05:00,26.02,13.10,0.74,777.33
2022-07-02T14:10:00,26.13,13.13,0.74,781.67
2022-07-02T14:15:00,26.25,13.15,0.74,786.00
2022-07-02T14:20:00,26.37,13.17,0.74,790.33
2022-07-02T14:25:00,26.48,13.20,0.74,794.67
2022-07-02T14:30:00,26.60,13.22,0.74,799.00
2022-07-02T14:35:00,26.72,13.24,0.74,803.33
2022-07-02T14:40:00,26.83,13.27,0.74,807.67
2022-07-02T14:45:00,26.95,13.29,0.74,812.00
2022-07-02T14:50:00,27.07,13.31,0.74,816.33
2022-07-02T14:55:00,27.18,13.33,0.74,820.67
2022-07-02T15:00:00,27.30,13.35,0.74,825.00
2022-07-02T15:05:00,27.32,13.30,0.74,815.67
2022-07-02T15:10:00,27.33,13.25,0.74,806.33
2022-07-02T15:15:00,27.35,13.19,0.74,797.00
2022-07-02T15:20:00,27.37,13.14,0.74,787.67
2022-07-02T15:25:00,27.38,13.09,0.74,778.33
2022-07-02T15:30:00,27.40,13.03,0.74,769.00
2022-07-02T15:35:00,27.42,12.98,0.74,759.67
2022-07-02T15:40:00,27.43,12.92,0.74,750.33
2022-07-02T15:45:00,27.45,12.87,0.74,741.00
2022-07-02T15:50:00,27.47,12.82,0.74,731.67
2022-07-02T15:55:00,27.48,12.76,0.74,722.33
