Datetime,T_Outdoor(C),H_Outdoor(g/m3),RH_Outdoor(%),CO2_Outdoor(g/m3),CO2_Outdoor(ppm),Radiation_Outdoor(w/m2),Datetime,T_Outdoor(C),H_Outdoor(g/m3),RH_Outdoor(%),CO2_Outdoor(g/m3),CO2_Outdoor(ppm),Radiation_Outdoor(w/m2)
2026-01-07T17:50:00,2.53,5.47,95,0.82,421.49,11.17,2025-07-07T17:50:00,28.77,20.19,71.29,0.75,422.2,362
2026-01-07T17:55:00,2.52,5.46,94.89,0.82,421.47,9.08,2025-07-07T17:55:00,28.68,20.22,71.75,0.75,422.08,359
2026-01-07T18:00:00,2.5,5.46,95.01,0.82,421.44,7,2025-07-07T18:00:00,28.6,20.25,72.17,0.75,421.96,356
2026-01-07T18:05:00,2.49,5.46,95.08,0.82,421.43,6.42,2025-07-07T18:05:00,28.58,20.29,72.39,0.75,421.94,350.75
2026-01-07T18:10:00,2.48,5.46,95.14,0.82,421.41,5.83,2025-07-07T18:10:00,28.55,20.33,72.65,0.75,421.89,345.5
2026-01-07T18:15:00,2.48,5.45,94.97,0.82,421.41,5.25,2025-07-07T18:15:00,28.53,20.37,72.87,0.75,421.87,340.25
2026-01-07T18:20:00,2.47,5.45,95.03,0.82,421.4,4.67,2025-07-07T18:20:00,28.5,20.41,73.14,0.75,421.82,335
2026-01-07T18:25:00,2.46,5.45,95.1,0.82,421.38,4.08,2025-07-07T18:25:00,28.48,20.46,73.4,0.75,421.8,329.75
2026-01-07T18:30:00,2.45,5.44,94.99,0.82,421.37,3.5,2025-07-07T18:30:00,28.45,20.5,73.66,0.75,421.75,324.5
2026-01-07T18:35:00,2.44,5.44,95.05,0.82,421.35,2.92,2025-07-07T18:35:00,28.43,20.54,73.89,0.75,421.73,319.25
2026-01-07T18:40:00,2.43,5.44,95.11,0.82,421.34,2.33,2025-07-07T18:40:00,28.4,20.58,74.15,0.75,421.68,314
2026-01-07T18:45:00,2.42,5.43,95,0.82,421.32,1.75,2025-07-07T18:45:00,28.38,20.62,74.38,0.75,421.66,308.75
2026-01-07T18:50:00,2.42,5.43,95,0.82,421.32,1.17,2025-07-07T18:50:00,28.35,20.66,74.64,0.75,421.61,303.5
2026-01-07T18:55:00,2.41,5.43,95.07,0.82,421.3,0.58,2025-07-07T18:55:00,28.32,20.7,74.91,0.75,421.57,298.25
2026-01-07T19:00:00,2.4,5.43,95.13,0.82,421.29,0,2025-07-07T19:00:00,28.3,20.74,75.14,0.75,421.54,293
2026-01-07T19:05:00,2.42,5.44,95.18,0.82,421.32,0,2025-07-07T19:05:00,28.23,20.9,76.01,0.75,421.45,279.25
2026-01-07T19:10:00,2.43,5.46,95.46,0.82,421.34,0,2025-07-07T19:10:00,28.17,21.05,76.81,0.75,421.36,265.5
2026-01-07T19:15:00,2.45,5.47,95.51,0.82,421.37,0,2025-07-07T19:15:00,28.1,21.2,77.65,0.75,421.26,251.75
2026-01-07T19:20:00,2.47,5.49,95.73,0.82,421.4,0,2025-07-07T19:20:00,28.03,21.35,78.5,0.75,421.17,238
2026-01-07T19:25:00,2.48,5.5,95.84,0.82,421.41,0,2025-07-07T19:25:00,27.97,21.5,79.32,0.75,421.08,224.25
2026-01-07T19:30:00,2.5,5.52,96.06,0.82,421.44,0,2025-07-07T19:30:00,27.9,21.65,80.18,0.75,420.98,210.5
2026-01-07T19:35:00,2.52,5.54,96.28,0.82,421.47,0,2025-07-07T19:35:00,27.83,21.79,81.01,0.75,420.89,196.75
2026-01-07T19:40:00,2.53,5.55,96.39,0.82,421.49,0,2025-07-07T19:40:00,27.77,21.94,81.84,0.75,420.8,183
2026-01-07T19:45:00,2.55,5.57,96.6,0.82,421.52,0,2025-07-07T19:45:00,27.7,22.08,82.68,0.75,420.7,169.25
2026-01-07T19:50:00,2.57,5.58,96.65,0.82,421.55,0,2025-07-07T19:50:00,27.63,22.22,83.52,0.75,420.61,155.5
2026-01-07T19:55:00,2.58,5.6,96.93,0.82,421.56,0,2025-07-07T19:55:00,27.57,22.36,84.33,0.75,420.52,141.75
2026-01-07T20:00:00,2.6,5.62,97.14,0.82,421.6,0,2025-07-07T20:00:00,27.5,22.5,85.18,0.75,420.43,128
2026-01-07T20:05:00,2.58,5.6,96.93,0.82,421.56,0,2025-07-07T20:05:00,27.22,22.36,85.97,0.75,420.03,118.42
2026-01-07T20:10:00,2.57,5.59,96.82,0.82,421.55,0,2025-07-07T20:10:00,26.93,22.23,86.86,0.75,419.63,108.83
2026-01-07T20:15:00,2.55,5.58,96.78,0.82,421.52,0,2025-07-07T20:15:00,26.65,22.09,87.66,0.75,419.24,99.25
2026-01-07T20:20:00,2.53,5.57,96.73,0.82,421.49,0,2025-07-07T20:20:00,26.37,21.95,88.47,0.75,418.84,89.67
2026-01-07T20:25:00,2.52,5.56,96.62,0.82,421.47,0,2025-07-07T20:25:00,26.08,21.81,89.34,0.76,424.02,80.08
2026-01-07T20:30:00,2.5,5.55,96.58,0.82,421.44,0,2025-07-07T20:30:00,25.8,21.67,90.17,0.76,423.62,70.5
2026-01-07T20:35:00,2.48,5.54,96.54,0.82,421.41,0,2025-07-07T20:35:00,25.52,21.53,91,0.76,423.23,60.92
2026-01-07T20:40:00,2.47,5.53,96.43,0.82,421.4,0,2025-07-07T20:40:00,25.23,21.38,91.85,0.76,422.81,51.33
2026-01-07T20:45:00,2.45,5.52,96.38,0.82,421.37,0,2025-07-07T20:45:00,24.95,21.23,92.65,0.76,422.42,41.75
2026-01-07T20:50:00,2.43,5.5,96.16,0.82,421.34,0,2025-07-07T20:50:00,24.67,21.09,93.5,0.76,422.02,32.17
2026-01-07T20:55:00,2.42,5.49,96.05,0.82,421.32,0,2025-07-07T20:55:00,24.38,20.94,94.37,0.76,421.61,22.58
2026-01-07T21:00:00,2.4,5.48,96.01,0.82,421.29,0,2025-07-07T21:00:00,24.1,20.79,95.19,0.76,421.21,13
2026-01-07T21:05:00,2.39,5.48,96.07,0.82,421.27,0,2025-07-07T21:05:00,24.08,20.77,95.21,0.76,421.18,11.92
2026-01-07T21:10:00,2.38,5.48,96.14,0.82,421.26,0,2025-07-07T21:10:00,24.05,20.76,95.33,0.76,421.14,10.83
2026-01-07T21:15:00,2.38,5.47,95.96,0.82,421.26,0,2025-07-07T21:15:00,24.03,20.75,95.39,0.76,421.11,9.75
2026-01-07T21:20:00,2.37,5.47,96.03,0.82,421.24,0,2025-07-07T21:20:00,24,20.74,95.5,0.76,421.07,8.67
2026-01-07T21:25:00,2.36,5.47,96.09,0.82,421.23,0,2025-07-07T21:25:00,23.98,20.73,95.57,0.76,421.04,7.58
2026-01-07T21:30:00,2.35,5.46,95.98,0.82,421.21,0,2025-07-07T21:30:00,23.95,20.72,95.68,0.76,421,6.5
2026-01-07T21:35:00,2.34,5.46,96.05,0.82,421.2,0,2025-07-07T21:35:00,23.93,20.71,95.75,0.76,420.97,5.42
2026-01-07T21:40:00,2.33,5.46,96.11,0.82,421.18,0,2025-07-07T21:40:00,23.9,20.7,95.86,0.76,420.93,4.33
2026-01-07T21:45:00,2.32,5.46,96.18,0.82,421.17,0,2025-07-07T21:45:00,23.88,20.68,95.88,0.76,420.9,3.25
2026-01-07T21:50:00,2.32,5.45,96,0.82,421.17,0,2025-07-07T21:50:00,23.85,20.67,96,0.76,420.86,2.17
2026-01-07T21:55:00,2.31,5.45,96.06,0.82,421.15,0,2025-07-07T21:55:00,23.82,20.66,96.11,0.76,420.82,1.08
2026-01-07T22:00:00,2.3,5.45,96.13,0.82,421.14,0,2025-07-07T22:00:00,23.8,20.65,96.17,0.76,420.79,0
2026-01-07T22:05:00,2.32,5.45,96,0.82,421.17,0,2025-07-07T22:05:00,23.78,20.64,96.24,0.76,420.76,0
2026-01-07T22:10:00,2.33,5.45,95.93,0.82,421.18,0,2025-07-07T22:10:00,23.75,20.63,96.35,0.76,420.72,0
2026-01-07T22:15:00,2.35,5.45,95.8,0.82,421.21,0,2025-07-07T22:15:00,23.73,20.62,96.42,0.76,420.69,0
2026-01-07T22:20:00,2.37,5.45,95.68,0.82,421.24,0,2025-07-07T22:20:00,23.7,20.6,96.49,0.76,420.65,0
2026-01-07T22:25:00,2.38,5.45,95.61,0.82,421.26,0,2025-07-07T22:25:00,23.68,20.59,96.55,0.76,420.62,0
2026-01-07T22:30:00,2.4,5.45,95.48,0.82,421.29,0,2025-07-07T22:30:00,23.65,20.58,96.67,0.76,420.58,0
2026-01-07T22:35:00,2.42,5.46,95.53,0.82,421.32,0,2025-07-07T22:35:00,23.62,20.57,96.79,0.76,420.53,0
2026-01-07T22:40:00,2.43,5.46,95.46,0.82,421.34,0,2025-07-07T22:40:00,23.6,20.56,96.85,0.76,420.5,0
2026-01-07T22:45:00,2.45,5.46,95.34,0.82,421.37,0,2025-07-07T22:45:00,23.57,20.55,96.97,0.76,420.46,0
2026-01-07T22:50:00,2.47,5.46,95.21,0.82,421.4,0,2025-07-07T22:50:00,23.55,20.53,96.98,0.76,420.43,0
2026-01-07T22:55:00,2.48,5.46,95.14,0.82,421.41,0,2025-07-07T22:55:00,23.52,20.52,97.1,0.76,420.39,0
2026-01-07T23:00:00,2.5,5.46,95.01,0.82,421.44,0,2025-07-07T23:00:00,23.5,20.51,97.17,0.76,420.36,0
2026-01-07T23:05:00,2.51,5.47,95.12,0.82,421.46,0,2025-07-07T23:05:00,23.47,20.47,97.14,0.76,420.32,0
2026-01-07T23:10:00,2.52,5.47,95.06,0.82,421.47,0,2025-07-07T23:10:00,23.43,20.43,97.17,0.76,420.26,0
2026-01-07T23:15:00,2.52,5.47,95.06,0.82,421.47,0,2025-07-07T23:15:00,23.4,20.39,97.15,0.76,420.22,0
2026-01-07T23:20:00,2.53,5.47,95,0.82,421.49,0,2025-07-07T23:20:00,23.37,20.36,97.17,0.76,420.18,0
2026-01-07T23:25:00,2.54,5.48,95.11,0.82,421.5,0,2025-07-07T23:25:00,23.33,20.32,97.2,0.76,420.12,0
2026-01-07T23:30:00,2.55,5.48,95.04,0.82,421.52,0,2025-07-07T23:30:00,23.3,20.28,97.18,0.76,420.08,0
2026-01-07T23:35:00,2.56,5.48,94.98,0.82,421.53,0,2025-07-07T23:35:00,23.27,20.24,97.15,0.76,420.04,0
2026-01-07T23:40:00,2.57,5.49,95.09,0.82,421.55,0,2025-07-07T23:40:00,23.23,20.2,97.18,0.76,419.98,0
2026-01-07T23:45:00,2.58,5.49,95.02,0.82,421.56,0,2025-07-07T23:45:00,23.2,20.16,97.15,0.76,419.94,0
2026-01-07T23:50:00,2.58,5.49,95.02,0.82,421.56,0,2025-07-07T23:50:00,23.17,20.12,97.13,0.76,419.9,0
2026-01-07T23:55:00,2.59,5.5,95.13,0.82,421.58,0,2025-07-07T23:55:00,23.13,20.09,97.21,0.76,419.84,0
2026-01-08T00:00:00,2.6,5.5,95.07,0.82,421.6,0,2025-07-08T00:00:00,23.1,20.05,97.18,0.76,419.8,0
2026-01-08T00:05:00,2.61,5.49,94.83,0.82,421.61,0,2025-07-08T00:05:00,23.09,20.04,97.18,0.76,419.78,0
2026-01-08T00:10:00,2.62,5.49,94.77,0.82,421.63,0,2025-07-08T00:10:00,23.08,20.03,97.19,0.76,419.77,0
2026-01-08T00:15:00,2.62,5.48,94.59,0.82,421.63,0,2025-07-08T00:15:00,23.08,20.02,97.14,0.76,419.77,0
2026-01-08T00:20:00,2.63,5.47,94.36,0.82,421.64,0,2025-07-08T00:20:00,23.07,20.01,97.15,0.76,419.75,0
2026-01-08T00:25:00,2.64,5.47,94.29,0.82,421.66,0,2025-07-08T00:25:00,23.06,20,97.16,0.76,419.74,0
2026-01-08T00:30:00,2.65,5.46,94.06,0.82,421.67,0,2025-07-08T00:30:00,23.05,19.99,97.16,0.76,419.73,0
2026-01-08T00:35:00,2.66,5.45,93.82,0.82,421.69,0,2025-07-08T00:35:00,23.04,19.98,97.17,0.76,419.71,0
2026-01-08T00:40:00,2.67,5.45,93.76,0.82,421.7,0,2025-07-08T00:40:00,23.03,19.97,97.18,0.76,419.7,0
2026-01-08T00:45:00,2.68,5.44,93.53,0.82,421.72,0,2025-07-08T00:45:00,23.02,19.96,97.18,0.76,419.68,0
2026-01-08T00:50:00,2.68,5.43,93.35,0.82,421.72,0,2025-07-08T00:50:00,23.02,19.95,97.14,0.76,419.68,0
2026-01-08T00:55:00,2.69,5.43,93.29,0.82,421.73,0,2025-07-08T00:55:00,23.01,19.94,97.14,0.76,419.67,0
2026-01-08T01:00:00,2.7,5.42,93.06,0.82,421.75,0,2025-07-08T01:00:00,23,19.93,97.15,0.76,419.65,0
2026-01-08T01:05:00,2.7,5.42,93.06,0.82,421.75,0,2025-07-08T01:05:00,22.97,19.9,97.17,0.76,419.61,0
2026-01-08T01:10:00,2.7,5.43,93.23,0.82,421.75,0,2025-07-08T01:10:00,22.93,19.86,97.2,0.76,419.55,0
2026-01-08T01:15:00,2.7,5.43,93.23,0.82,421.75,0,2025-07-08T01:15:00,22.9,19.82,97.17,0.76,419.51,0
2026-01-08T01:20:00,2.7,5.44,93.4,0.82,421.75,0,2025-07-08T01:20:00,22.87,19.78,97.14,0.76,419.47,0
2026-01-08T01:25:00,2.7,5.44,93.4,0.82,421.75,0,2025-07-08T01:25:00,22.83,19.74,97.16,0.76,419.41,0
2026-01-08T01:30:00,2.7,5.45,93.57,0.82,421.75,0,2025-07-08T01:30:00,22.8,19.71,97.18,0.76,419.37,0
2026-01-08T01:35:00,2.7,5.45,93.57,0.82,421.75,0,2025-07-08T01:35:00,22.77,19.67,97.15,0.76,419.33,0
2026-01-08T01:40:00,2.7,5.46,93.74,0.82,421.75,0,2025-07-08T01:40:00,22.73,19.63,97.18,0.77,424.79,0
2026-01-08T01:45:00,2.7,5.46,93.74,0.82,421.75,0,2025-07-08T01:45:00,22.7,19.59,97.15,0.77,424.75,0
2026-01-08T01:50:00,2.7,5.47,93.91,0.82,421.75,0,2025-07-08T01:50:00,22.67,19.56,97.16,0.77,424.7,0
2026-01-08T01:55:00,2.7,5.47,93.91,0.82,421.75,0,2025-07-08T01:55:00,22.63,19.52,97.19,0.77,424.64,0
2026-01-08T02:00:00,2.7,5.48,94.09,0.82,421.75,0,2025-07-08T02:00:00,22.6,19.48,97.16,0.77,424.6,0
2026-01-08T02:05:00,2.71,5.48,94.02,0.82,421.76,0,2025-07-08T02:05:00,22.53,19.37,97,0.77,424.5,0
2026-01-08T02:10:00,2.72,5.47,93.79,0.82,421.78,0,2025-07-08T02:10:00,22.45,19.25,96.84,0.77,424.39,0
2026-01-08T02:15:00,2.72,5.47,93.79,0.82,421.78,0,2025-07-08T02:15:00,22.38,19.13,96.62,0.77,424.29,0
2026-01-08T02:20:00,2.73,5.47,93.73,0.82,421.79,0,2025-07-08T02:20:00,22.3,19.02,96.51,0.77,424.17,0
2026-01-08T02:25:00,2.74,5.47,93.66,0.82,421.81,0,2025-07-08T02:25:00,22.23,18.9,96.29,0.77,424.07,0
2026-01-08T02:30:00,2.75,5.47,93.6,0.82,421.82,0,2025-07-08T02:30:00,22.15,18.79,96.17,0.77,423.96,0
2026-01-08T02:35:00,2.76,5.47,93.54,0.82,421.84,0,2025-07-08T02:35:00,22.07,18.68,96.05,0.77,423.84,0
2026-01-08T02:40:00,2.77,5.46,93.3,0.82,421.86,0,2025-07-08T02:40:00,22,18.56,95.81,0.77,423.74,0
2026-01-08T02:45:00,2.78,5.46,93.24,0.82,421.87,0,2025-07-08T02:45:00,21.93,18.45,95.63,0.77,423.64,0
2026-01-08T02:50:00,2.78,5.46,93.24,0.82,421.87,0,2025-07-08T02:50:00,21.85,18.34,95.5,0.77,423.52,0
2026-01-08T02:55:00,2.79,5.46,93.18,0.82,421.89,0,2025-07-08T02:55:00,21.77,18.23,95.37,0.77,423.41,0
2026-01-08T03:00:00,2.8,5.46,93.11,0.82,421.9,0,2025-07-08T03:00:00,21.7,18.12,95.17,0.77,423.31,0
2026-01-08T03:05:00,2.81,5.46,93.05,0.82,421.92,0,2025-07-08T03:05:00,21.66,18.09,95.24,0.77,423.25,0
2026-01-08T03:10:00,2.82,5.46,92.99,0.82,421.93,0,2025-07-08T03:10:00,21.62,18.06,95.3,0.77,423.19,0
2026-01-08T03:15:00,2.82,5.47,93.16,0.82,421.93,0,2025-07-08T03:15:00,21.57,18.03,95.42,0.77,423.12,0
2026-01-08T03:20:00,2.83,5.47,93.1,0.82,421.95,0,2025-07-08T03:20:00,21.53,18.01,95.53,0.77,423.07,0
2026-01-08T03:25:00,2.84,5.47,93.03,0.82,421.96,0,2025-07-08T03:25:00,21.49,17.98,95.59,0.77,423.01,0
2026-01-08T03:30:00,2.85,5.48,93.14,0.82,421.98,0,2025-07-08T03:30:00,21.45,17.95,95.65,0.77,422.95,0
2026-01-08T03:35:00,2.86,5.48,93.08,0.82,421.99,0,2025-07-08T03:35:00,21.41,17.92,95.71,0.77,422.89,0
2026-01-08T03:40:00,2.87,5.48,93.02,0.83,427.15,0,2025-07-08T03:40:00,21.37,17.9,95.83,0.77,422.84,0
2026-01-08T03:45:00,2.88,5.48,92.95,0.83,427.17,0,2025-07-08T03:45:00,21.32,17.87,95.95,0.77,422.76,0
2026-01-08T03:50:00,2.88,5.49,93.12,0.83,427.17,0,2025-07-08T03:50:00,21.28,17.84,96.01,0.77,422.71,0
2026-01-08T03:55:00,2.89,5.49,93.06,0.83,427.19,0,2025-07-08T03:55:00,21.24,17.81,96.07,0.77,422.65,0
2026-01-08T04:00:00,2.9,5.49,93,0.83,427.2,0,2025-07-08T04:00:00,21.2,17.79,96.18,0.77,422.59,0
2026-01-08T04:05:00,2.88,5.49,93.12,0.83,427.17,0,2025-07-08T04:05:00,21.2,17.82,96.34,0.77,422.59,0
2026-01-08T04:10:00,2.87,5.48,93.02,0.83,427.15,0,2025-07-08T04:10:00,21.2,17.85,96.51,0.77,422.59,0
2026-01-08T04:15:00,2.85,5.48,93.14,0.83,427.12,0,2025-07-08T04:15:00,21.2,17.88,96.67,0.77,422.59,0
2026-01-08T04:20:00,2.83,5.47,93.1,0.83,427.09,0,2025-07-08T04:20:00,21.2,17.91,96.83,0.77,422.59,0
2026-01-08T04:25:00,2.82,5.46,92.99,0.83,427.08,0,2025-07-08T04:25:00,21.2,17.94,96.99,0.77,422.59,0
2026-01-08T04:30:00,2.8,5.46,93.11,0.83,427.05,0,2025-07-08T04:30:00,21.2,17.97,97.16,0.77,422.59,0
2026-01-08T04:35:00,2.78,5.45,93.07,0.83,427.02,0,2025-07-08T04:35:00,21.2,18,97.32,0.77,422.59,0
2026-01-08T04:40:00,2.77,5.44,92.96,0.83,427,0,2025-07-08T04:40:00,21.2,18.03,97.48,0.77,422.59,0
2026-01-08T04:45:00,2.75,5.44,93.09,0.83,426.97,0,2025-07-08T04:45:00,21.2,18.06,97.64,0.77,422.59,0
2026-01-08T04:50:00,2.73,5.43,93.04,0.83,426.94,0,2025-07-08T04:50:00,21.2,18.09,97.8,0.77,422.59,0
2026-01-08T04:55:00,2.72,5.43,93.1,0.83,426.92,0,2025-07-08T04:55:00,21.2,18.13,98.02,0.77,422.59,0
2026-01-08T05:00:00,2.7,5.42,93.06,0.83,426.89,0,2025-07-08T05:00:00,21.2,18.16,98.18,0.77,422.59,0
2026-01-08T05:05:00,2.72,5.42,92.93,0.83,426.92,0,2025-07-08T05:05:00,21.2,18.16,98.18,0.77,422.59,0.08
2026-01-08T05:10:00,2.73,5.42,92.87,0.83,426.94,0,2025-07-08T05:10:00,21.2,18.16,98.18,0.77,422.59,0.17
2026-01-08T05:15:00,2.75,5.42,92.74,0.83,426.97,0,2025-07-08T05:15:00,21.2,18.16,98.18,0.77,422.59,0.25
2026-01-08T05:20:00,2.77,5.43,92.79,0.83,427,0,2025-07-08T05:20:00,21.2,18.16,98.18,0.77,422.59,0.33
2026-01-08T05:25:00,2.78,5.43,92.73,0.83,427.02,0,2025-07-08T05:25:00,21.2,18.16,98.18,0.77,422.59,0.42
2026-01-08T05:30:00,2.8,5.43,92.6,0.83,427.05,0,2025-07-08T05:30:00,21.2,18.16,98.18,0.77,422.59,0.5
2026-01-08T05:35:00,2.82,5.43,92.48,0.83,427.08,0,2025-07-08T05:35:00,21.2,18.16,98.18,0.77,422.59,0.58
2026-01-08T05:40:00,2.83,5.43,92.42,0.83,427.09,0,2025-07-08T05:40:00,21.2,18.16,98.18,0.77,422.59,0.67
2026-01-08T05:45:00,2.85,5.43,92.29,0.83,427.12,0,2025-07-08T05:45:00,21.2,18.16,98.18,0.77,422.59,0.75
2026-01-08T05:50:00,2.87,5.43,92.17,0.83,427.15,0,2025-07-08T05:50:00,21.2,18.16,98.18,0.77,422.59,0.83
2026-01-08T05:55:00,2.88,5.43,92.11,0.83,427.17,0,2025-07-08T05:55:00,21.2,18.16,98.18,0.77,422.59,0.92
2026-01-08T06:00:00,2.9,5.43,91.98,0.83,427.2,0,2025-07-08T06:00:00,21.2,18.16,98.18,0.77,422.59,1
2026-01-08T06:05:00,2.91,5.43,91.92,0.83,427.22,0,2025-07-08T06:05:00,21.22,18.14,97.96,0.77,422.62,2.92
2026-01-08T06:10:00,2.92,5.43,91.86,0.83,427.23,0,2025-07-08T06:10:00,21.23,18.13,97.85,0.77,422.63,4.83
2026-01-08T06:15:00,2.92,5.43,91.86,0.83,427.23,0,2025-07-08T06:15:00,21.25,18.12,97.68,0.77,422.66,6.75
2026-01-08T06:20:00,2.93,5.43,91.8,0.83,427.25,0,2025-07-08T06:20:00,21.27,18.1,97.46,0.77,422.69,8.67
2026-01-08T06:25:00,2.94,5.43,91.74,0.83,427.26,0,2025-07-08T06:25:00,21.28,18.09,97.35,0.77,422.71,10.58
2026-01-08T06:30:00,2.95,5.42,91.5,0.83,427.28,0,2025-07-08T06:30:00,21.3,18.08,97.19,0.77,422.74,12.5
2026-01-08T06:35:00,2.96,5.42,91.44,0.83,427.29,0,2025-07-08T06:35:00,21.32,18.06,96.97,0.77,422.76,14.42
2026-01-08T06:40:00,2.97,5.42,91.38,0.83,427.31,0,2025-07-08T06:40:00,21.33,18.05,96.86,0.77,422.78,16.33
2026-01-08T06:45:00,2.98,5.42,91.32,0.83,427.32,0,2025-07-08T06:45:00,21.35,18.03,96.64,0.77,422.81,18.25
2026-01-08T06:50:00,2.98,5.42,91.32,0.83,427.32,0,2025-07-08T06:50:00,21.37,18.02,96.47,0.77,422.84,20.17
2026-01-08T06:55:00,2.99,5.41,91.09,0.83,427.34,0,2025-07-08T06:55:00,21.38,18.01,96.36,0.77,422.85,22.08
2026-01-08T07:00:00,3,5.41,91.03,0.83,427.36,0,2025-07-08T07:00:00,21.4,17.99,96.14,0.77,422.88,24
2026-01-08T07:05:00,3.01,5.42,91.14,0.83,427.37,0,2025-07-08T07:05:00,21.42,17.98,95.98,0.77,422.91,28.25
2026-01-08T07:10:00,3.02,5.43,91.24,0.83,427.39,0,2025-07-08T07:10:00,21.43,17.96,95.82,0.77,422.92,32.5
2026-01-08T07:15:00,3.02,5.44,91.41,0.83,427.39,0,2025-07-08T07:15:00,21.45,17.95,95.65,0.77,422.95,36.75
2026-01-08T07:20:00,3.03,5.44,91.35,0.83,427.4,0,2025-07-08T07:20:00,21.47,17.94,95.49,0.77,422.98,41
2026-01-08T07:25:00,3.04,5.45,91.46,0.83,427.42,0,2025-07-08T07:25:00,21.48,17.92,95.33,0.77,422.99,45.25
2026-01-08T07:30:00,3.05,5.46,91.56,0.83,427.43,0,2025-07-08T07:30:00,21.5,17.91,95.16,0.77,423.02,49.5
2026-01-08T07:35:00,3.06,5.47,91.67,0.83,427.45,0,2025-07-08T07:35:00,21.52,17.89,94.95,0.77,423.05,53.75
2026-01-08T07:40:00,3.07,5.48,91.78,0.83,427.46,0,2025-07-08T07:40:00,21.53,17.88,94.84,0.77,423.07,58
2026-01-08T07:45:00,3.08,5.48,91.71,0.83,427.48,0,2025-07-08T07:45:00,21.55,17.87,94.68,0.77,423.09,62.25
2026-01-08T07:50:00,3.08,5.49,91.88,0.83,427.48,0,2025-07-08T07:50:00,21.57,17.85,94.46,0.77,423.12,66.5
2026-01-08T07:55:00,3.09,5.5,91.99,0.83,427.49,0,2025-07-08T07:55:00,21.58,17.84,94.36,0.77,423.14,70.75
2026-01-08T08:00:00,3.1,5.51,92.09,0.83,427.51,0,2025-07-08T08:00:00,21.6,17.82,94.14,0.77,423.17,75
2026-01-08T08:05:00,3.1,5.51,92.09,0.83,427.51,0.17,2025-07-08T08:05:00,21.68,17.85,93.86,0.77,423.28,80.08
2026-01-08T08:10:00,3.1,5.51,92.09,0.83,427.51,0.33,2025-07-08T08:10:00,21.77,17.87,93.48,0.77,423.41,85.17
2026-01-08T08:15:00,3.1,5.51,92.09,0.83,427.51,0.5,2025-07-08T08:15:00,21.85,17.89,93.16,0.77,423.52,90.25
2026-01-08T08:20:00,3.1,5.51,92.09,0.83,427.51,0.67,2025-07-08T08:20:00,21.93,17.91,92.83,0.77,423.64,95.33
2026-01-08T08:25:00,3.1,5.51,92.09,0.83,427.51,0.83,2025-07-08T08:25:00,22.02,17.93,92.45,0.77,423.77,100.42
2026-01-08T08:30:00,3.1,5.51,92.09,0.83,427.51,1,2025-07-08T08:30:00,22.1,17.95,92.13,0.77,423.88,105.5
2026-01-08T08:35:00,3.1,5.51,92.09,0.83,427.51,1.17,2025-07-08T08:35:00,22.18,17.98,91.86,0.77,424,110.58
2026-01-08T08:40:00,3.1,5.51,92.09,0.83,427.51,1.33,2025-07-08T08:40:00,22.27,18,91.49,0.77,424.13,115.67
2026-01-08T08:45:00,3.1,5.51,92.09,0.83,427.51,1.5,2025-07-08T08:45:00,22.35,18.02,91.17,0.77,424.24,120.75
2026-01-08T08:50:00,3.1,5.51,92.09,0.83,427.51,1.67,2025-07-08T08:50:00,22.43,18.04,90.85,0.77,424.36,125.83
2026-01-08T08:55:00,3.1,5.51,92.09,0.83,427.51,1.83,2025-07-08T08:55:00,22.52,18.06,90.49,0.77,424.49,130.92
2026-01-08T09:00:00,3.1,5.51,92.09,0.83,427.51,2,2025-07-08T09:00:00,22.6,18.08,90.17,0.77,424.6,136
2026-01-08T09:05:00,3.15,5.52,91.95,0.83,427.59,6.92,2025-07-08T09:05:00,22.62,18.09,90.12,0.77,424.63,138.92
2026-01-08T09:10:00,3.2,5.53,91.81,0.83,427.67,11.83,2025-07-08T09:10:00,22.65,18.09,89.96,0.77,424.67,141.83
2026-01-08T09:15:00,3.25,5.53,91.5,0.83,427.74,16.75,2025-07-08T09:15:00,22.68,18.1,89.86,0.77,424.72,144.75
2026-01-08T09:20:00,3.3,5.54,91.36,0.83,427.82,21.67,2025-07-08T09:20:00,22.7,18.11,89.81,0.77,424.75,147.67
2026-01-08T09:25:00,3.35,5.55,91.22,0.83,427.9,26.58,2025-07-08T09:25:00,22.73,18.12,89.7,0.77,424.79,150.58
2026-01-08T09:30:00,3.4,5.56,91.08,0.83,427.97,31.5,2025-07-08T09:30:00,22.75,18.13,89.65,0.77,424.82,153.5
2026-01-08T09:35:00,3.45,5.57,90.94,0.83,428.05,36.42,2025-07-08T09:35:00,22.77,18.14,89.6,0.77,424.85,156.42
2026-01-08T09:40:00,3.5,5.58,90.8,0.83,428.13,41.33,2025-07-08T09:40:00,22.8,18.15,89.49,0.77,424.89,159.33
2026-01-08T09:45:00,3.55,5.58,90.49,0.83,428.21,46.25,2025-07-08T09:45:00,22.82,18.16,89.44,0.77,424.92,162.25
2026-01-08T09:50:00,3.6,5.59,90.35,0.83,428.28,51.17,2025-07-08T09:50:00,22.85,18.17,89.33,0.77,424.96,165.17
2026-01-08T09:55:00,3.65,5.6,90.21,0.83,428.36,56.08,2025-07-08T09:55:00,22.88,18.18,89.23,0.77,425,168.08
