Datetime,T_Outdoor(C),H_Outdoor(g/m3),RH_Outdoor(%),CO2_Outdoor(g/m3),CO2_Outdoor(ppm),Radiation_Outdoor(w/m2),Datetime,T_Outdoor(C),H_Outdoor(g/m3),RH_Outdoor(%),CO2_Outdoor(g/m3),CO2_Outdoor(ppm),Radiation_Outdoor(w/m2)
2026-01-01T00:00:00,-1.6,3.56,82.07,0.82,415.17,0,2025-07-01T00:00:00,23.2,19.75,95.18,0.76,419.94,0
2026-01-01T00:05:00,-1.7,3.51,81.49,0.82,415.02,0,2025-07-01T00:05:00,23.18,19.73,95.19,0.76,419.91,0
2026-01-01T00:10:00,-1.8,3.47,81.12,0.82,414.87,0,2025-07-01T00:10:00,23.17,19.71,95.15,0.76,419.9,0
2026-01-01T00:15:00,-1.9,3.42,80.52,0.82,414.72,0,2025-07-01T00:15:00,23.15,19.69,95.16,0.76,419.87,0
2026-01-01T00:20:00,-2,3.38,80.13,0.82,414.56,0,2025-07-01T00:20:00,23.13,19.67,95.17,0.76,419.84,0
2026-01-01T00:25:00,-2.1,3.33,79.5,0.82,414.41,0,2025-07-01T00:25:00,23.12,19.65,95.13,0.76,419.82,0
2026-01-01T00:30:00,-2.2,3.29,79.1,0.82,414.26,0,2025-07-01T00:30:00,23.1,19.64,95.19,0.76,419.8,0
2026-01-01T00:35:00,-2.3,3.24,78.45,0.82,414.1,0,2025-07-01T00:35:00,23.08,19.62,95.2,0.76,419.77,0
2026-01-01T00:40:00,-2.4,3.2,78.02,0.82,413.95,0,2025-07-01T00:40:00,23.07,19.6,95.16,0.76,419.75,0
2026-01-01T00:45:00,-2.5,3.16,77.59,0.82,413.8,0,2025-07-01T00:45:00,23.05,19.58,95.17,0.76,419.73,0
2026-01-01T00:50:00,-2.6,3.12,77.15,0.82,413.64,0,2025-07-01T00:50:00,23.03,19.56,95.18,0.76,419.7,0
2026-01-01T00:55:00,-2.7,3.07,76.45,0.83,418.53,0,2025-07-01T00:55:00,23.02,19.54,95.14,0.76,419.68,0
2026-01-01T01:00:00,-2.8,3.03,75.99,0.83,418.38,0,2025-07-01T01:00:00,23,19.52,95.15,0.76,419.65,0
2026-01-01T01:05:00,-2.92,3.02,76.38,0.83,418.19,0,2025-07-01T01:05:00,22.99,19.51,95.16,0.76,419.64,0
2026-01-01T01:10:00,-3.03,3.01,76.72,0.83,418.02,0,2025-07-01T01:10:00,22.98,19.5,95.16,0.76,419.63,0
2026-01-01T01:15:00,-3.15,3.01,77.38,0.83,417.84,0,2025-07-01T01:15:00,22.98,19.5,95.16,0.76,419.63,0
2026-01-01T01:20:00,-3.27,3,77.78,0.83,417.65,0,2025-07-01T01:20:00,22.97,19.49,95.17,0.76,419.61,0
2026-01-01T01:25:00,-3.38,2.99,78.13,0.83,417.48,0,2025-07-01T01:25:00,22.96,19.48,95.17,0.76,419.6,0
2026-01-01T01:30:00,-3.5,2.98,78.53,0.83,417.3,0,2025-07-01T01:30:00,22.95,19.47,95.18,0.76,419.58,0
2026-01-01T01:35:00,-3.62,2.97,78.94,0.83,417.11,0,2025-07-01T01:35:00,22.94,19.46,95.18,0.76,419.57,0
2026-01-01T01:40:00,-3.73,2.96,79.29,0.83,416.94,0,2025-07-01T01:40:00,22.93,19.45,95.19,0.76,419.55,0
2026-01-01T01:45:00,-3.85,2.95,79.7,0.83,416.75,0,2025-07-01T01:45:00,22.92,19.44,95.2,0.76,419.54,0
2026-01-01T01:50:00,-3.97,2.94,80.11,0.83,416.57,0,2025-07-01T01:50:00,22.92,19.43,95.15,0.76,419.54,0
2026-01-01T01:55:00,-4.08,2.93,80.46,0.83,416.4,0,2025-07-01T01:55:00,22.91,19.42,95.15,0.76,419.53,0
2026-01-01T02:00:00,-4.2,2.93,81.16,0.83,416.21,0,2025-07-01T02:00:00,22.9,19.41,95.16,0.76,419.51,0
2026-01-01T02:05:00,-4.33,2.9,81.07,0.83,416.01,0,2025-07-01T02:05:00,22.88,19.38,95.12,0.76,419.48,0
2026-01-01T02:10:00,-4.45,2.87,80.93,0.83,415.83,0,2025-07-01T02:10:00,22.85,19.36,95.18,0.76,419.44,0
2026-01-01T02:15:00,-4.58,2.85,81.11,0.83,415.63,0,2025-07-01T02:15:00,22.82,19.33,95.2,0.76,419.4,0
2026-01-01T02:20:00,-4.7,2.82,80.95,0.83,415.44,0,2025-07-01T02:20:00,22.8,19.3,95.16,0.76,419.37,0
2026-01-01T02:25:00,-4.83,2.8,81.13,0.83,415.24,0,2025-07-01T02:25:00,22.77,19.27,95.18,0.76,419.33,0
2026-01-01T02:30:00,-4.95,2.77,80.96,0.83,415.05,0,2025-07-01T02:30:00,22.75,19.25,95.19,0.76,419.3,0
2026-01-01T02:35:00,-5.08,2.75,81.13,0.83,414.85,0,2025-07-01T02:35:00,22.73,19.22,95.15,0.76,419.27,0
2026-01-01T02:40:00,-5.2,2.72,80.94,0.83,414.67,0,2025-07-01T02:40:00,22.7,19.19,95.16,0.76,419.23,0
2026-01-01T02:45:00,-5.33,2.7,81.1,0.84,419.46,0,2025-07-01T02:45:00,22.68,19.16,95.12,0.76,419.2,0
2026-01-01T02:50:00,-5.45,2.67,80.89,0.84,419.27,0,2025-07-01T02:50:00,22.65,19.14,95.19,0.76,419.16,0
2026-01-01T02:55:00,-5.58,2.65,81.04,0.84,419.07,0,2025-07-01T02:55:00,22.62,19.11,95.2,0.76,419.12,0
2026-01-01T03:00:00,-5.7,2.63,81.13,0.84,418.88,0,2025-07-01T03:00:00,22.6,19.08,95.16,0.76,419.09,0
2026-01-01T03:05:00,-5.76,2.61,80.87,0.84,418.78,0,2025-07-01T03:05:00,22.61,19.09,95.16,0.76,419.1,0
2026-01-01T03:10:00,-5.82,2.59,80.6,0.84,418.69,0,2025-07-01T03:10:00,22.62,19.1,95.15,0.76,419.12,0
2026-01-01T03:15:00,-5.88,2.58,80.63,0.84,418.6,0,2025-07-01T03:15:00,22.62,19.11,95.2,0.76,419.12,0
2026-01-01T03:20:00,-5.93,2.56,80.3,0.84,418.52,0,2025-07-01T03:20:00,22.63,19.12,95.2,0.76,419.13,0
2026-01-01T03:25:00,-5.99,2.54,80.02,0.84,418.42,0,2025-07-01T03:25:00,22.64,19.13,95.19,0.76,419.14,0
2026-01-01T03:30:00,-6.05,2.53,80.05,0.84,418.33,0,2025-07-01T03:30:00,22.65,19.14,95.19,0.76,419.16,0
2026-01-01T03:35:00,-6.11,2.51,79.77,0.84,418.24,0,2025-07-01T03:35:00,22.66,19.14,95.13,0.76,419.17,0
2026-01-01T03:40:00,-6.17,2.5,79.79,0.84,418.14,0,2025-07-01T03:40:00,22.67,19.15,95.13,0.76,419.19,0
2026-01-01T03:45:00,-6.23,2.48,79.5,0.84,418.05,0,2025-07-01T03:45:00,22.68,19.16,95.12,0.76,419.2,0
2026-01-01T03:50:00,-6.28,2.47,79.47,0.84,417.97,0,2025-07-01T03:50:00,22.68,19.17,95.17,0.76,419.2,0
2026-01-01T03:55:00,-6.34,2.45,79.17,0.84,417.88,0,2025-07-01T03:55:00,22.69,19.18,95.17,0.76,419.21,0
2026-01-01T04:00:00,-6.4,2.43,78.87,0.84,417.78,0,2025-07-01T04:00:00,22.7,19.19,95.16,0.76,419.23,0
2026-01-01T04:05:00,-6.54,2.41,79.02,0.84,417.56,0,2025-07-01T04:05:00,22.72,19.2,95.1,0.76,419.26,0
2026-01-01T04:10:00,-6.68,2.38,78.84,0.84,417.34,0,2025-07-01T04:10:00,22.75,19.21,94.99,0.76,419.3,0
2026-01-01T04:15:00,-6.83,2.35,78.7,0.84,417.11,0,2025-07-01T04:15:00,22.77,19.22,94.93,0.76,419.33,0
2026-01-01T04:20:00,-6.97,2.33,78.83,0.84,416.89,0,2025-07-01T04:20:00,22.8,19.23,94.82,0.76,419.37,0
2026-01-01T04:25:00,-7.11,2.3,78.62,0.84,416.67,0,2025-07-01T04:25:00,22.82,19.24,94.76,0.76,419.4,0
2026-01-01T04:30:00,-7.25,2.27,78.39,0.84,416.45,0,2025-07-01T04:30:00,22.85,19.25,94.64,0.76,419.44,0
2026-01-01T04:35:00,-7.39,2.25,78.5,0.84,416.23,0,2025-07-01T04:35:00,22.88,19.26,94.53,0.76,419.48,0
2026-01-01T04:40:00,-7.53,2.22,78.26,0.84,416.01,0,2025-07-01T04:40:00,22.9,19.28,94.52,0.76,419.51,0
2026-01-01T04:45:00,-7.67,2.2,78.35,0.84,415.79,0,2025-07-01T04:45:00,22.93,19.29,94.41,0.76,419.55,0
2026-01-01T04:50:00,-7.82,2.17,78.14,0.85,420.51,0,2025-07-01T04:50:00,22.95,19.3,94.35,0.76,419.58,0
2026-01-01T04:55:00,-7.96,2.15,78.23,0.85,420.28,0,2025-07-01T04:55:00,22.98,19.31,94.24,0.76,419.63,0
2026-01-01T05:00:00,-8.1,2.12,77.94,0.85,420.06,0,2025-07-01T05:00:00,23,19.32,94.18,0.76,419.65,0
2026-01-01T05:05:00,-8.14,2.12,78.17,0.85,420,0,2025-07-01T05:05:00,23.02,19.32,94.07,0.76,419.68,0.25
2026-01-01T05:10:00,-8.18,2.11,78.03,0.85,419.93,0,2025-07-01T05:10:00,23.03,19.32,94.01,0.76,419.7,0.5
2026-01-01T05:15:00,-8.22,2.1,77.89,0.85,419.87,0,2025-07-01T05:15:00,23.05,19.32,93.91,0.76,419.73,0.75
2026-01-01T05:20:00,-8.27,2.1,78.18,0.85,419.79,0,2025-07-01T05:20:00,23.07,19.32,93.8,0.76,419.75,1
2026-01-01T05:25:00,-8.31,2.09,78.03,0.85,419.73,0,2025-07-01T05:25:00,23.08,19.32,93.75,0.76,419.77,1.25
2026-01-01T05:30:00,-8.35,2.08,77.89,0.85,419.67,0,2025-07-01T05:30:00,23.1,19.33,93.69,0.76,419.8,1.5
2026-01-01T05:35:00,-8.39,2.08,78.12,0.85,419.6,0,2025-07-01T05:35:00,23.12,19.33,93.58,0.76,419.82,1.75
2026-01-01T05:40:00,-8.43,2.07,77.98,0.85,419.54,0,2025-07-01T05:40:00,23.13,19.33,93.53,0.76,419.84,2
2026-01-01T05:45:00,-8.47,2.06,77.83,0.85,419.48,0,2025-07-01T05:45:00,23.15,19.33,93.42,0.76,419.87,2.25
2026-01-01T05:50:00,-8.52,2.06,78.12,0.85,419.4,0,2025-07-01T05:50:00,23.17,19.33,93.31,0.76,419.9,2.5
2026-01-01T05:55:00,-8.56,2.05,77.97,0.85,419.33,0,2025-07-01T05:55:00,23.18,19.33,93.26,0.76,419.91,2.75
2026-01-01T06:00:00,-8.6,2.04,77.82,0.85,419.27,0,2025-07-01T06:00:00,23.2,19.33,93.16,0.76,419.94,3
2026-01-01T06:05:00,-8.63,2.04,77.99,0.85,419.22,0,2025-07-01T06:05:00,23.24,19.36,93.09,0.76,419.99,6.83
2026-01-01T06:10:00,-8.67,2.04,78.23,0.85,419.16,0,2025-07-01T06:10:00,23.28,19.39,93.02,0.76,420.05,10.67
2026-01-01T06:15:00,-8.7,2.04,78.4,0.85,419.11,0,2025-07-01T06:15:00,23.32,19.42,92.95,0.76,420.11,14.5
2026-01-01T06:20:00,-8.73,2.03,78.19,0.85,419.06,0,2025-07-01T06:20:00,23.37,19.45,92.83,0.76,420.18,18.33
2026-01-01T06:25:00,-8.77,2.03,78.42,0.85,419,0,2025-07-01T06:25:00,23.41,19.48,92.76,0.76,420.24,22.17
2026-01-01T06:30:00,-8.8,2.03,78.6,0.85,418.95,0,2025-07-01T06:30:00,23.45,19.5,92.64,0.76,420.29,26
2026-01-01T06:35:00,-8.83,2.02,78.39,0.85,418.9,0,2025-07-01T06:35:00,23.49,19.53,92.58,0.76,420.35,29.83
2026-01-01T06:40:00,-8.87,2.02,78.62,0.85,418.84,0,2025-07-01T06:40:00,23.53,19.56,92.51,0.76,420.41,33.67
2026-01-01T06:45:00,-8.9,2.02,78.79,0.85,418.79,0,2025-07-01T06:45:00,23.57,19.59,92.44,0.76,420.46,37.5
2026-01-01T06:50:00,-8.93,2.02,78.97,0.85,418.75,0,2025-07-01T06:50:00,23.62,19.62,92.32,0.76,420.53,41.33
2026-01-01T06:55:00,-8.97,2.01,78.81,0.85,418.68,0,2025-07-01T06:55:00,23.66,19.65,92.25,0.76,420.59,45.17
2026-01-01T07:00:00,-9,2.01,78.99,0.85,418.64,0,2025-07-01T07:00:00,23.7,19.68,92.18,0.76,420.65,49
2026-01-01T07:05:00,-9.04,2,78.83,0.85,418.57,0,2025-07-01T07:05:00,23.78,19.73,91.99,0.76,420.76,61.75
2026-01-01T07:10:00,-9.08,2,79.07,0.85,418.51,0,2025-07-01T07:10:00,23.87,19.79,91.8,0.76,420.89,74.5
2026-01-01T07:15:00,-9.12,1.99,78.91,0.85,418.45,0,2025-07-01T07:15:00,23.95,19.85,91.67,0.76,421,87.25
2026-01-01T07:20:00,-9.17,1.99,79.2,0.85,418.37,0,2025-07-01T07:20:00,24.03,19.91,91.53,0.76,421.11,100
2026-01-01T07:25:00,-9.21,1.98,79.04,0.85,418.3,0,2025-07-01T07:25:00,24.12,19.97,91.33,0.76,421.24,112.75
2026-01-01T07:30:00,-9.25,1.97,78.87,0.85,418.24,0,2025-07-01T07:30:00,24.2,20.02,91.15,0.76,421.35,125.5
2026-01-01T07:35:00,-9.29,1.97,79.11,0.85,418.18,0,2025-07-01T07:35:00,24.28,20.08,91.01,0.76,421.47,138.25
2026-01-01T07:40:00,-9.33,1.96,78.94,0.85,418.11,0,2025-07-01T07:40:00,24.37,20.14,90.82,0.76,421.6,151
2026-01-01T07:45:00,-9.38,1.96,79.24,0.85,418.03,0,2025-07-01T07:45:00,24.45,20.2,90.68,0.76,421.71,163.75
2026-01-01T07:50:00,-9.42,1.95,79.07,0.85,417.97,0,2025-07-01T07:50:00,24.53,20.26,90.54,0.76,421.82,176.5
2026-01-01T07:55:00,-9.46,1.94,78.9,0.85,417.91,0,2025-07-01T07:55:00,24.62,20.31,90.3,0.76,421.95,189.25
2026-01-01T08:00:00,-9.5,1.94,79.14,0.85,417.84,0,2025-07-01T08:00:00,24.7,20.37,90.16,0.76,422.06,202
2026-01-01T08:05:00,-9.53,1.94,79.31,0.85,417.8,0.25,2025-07-01T08:05:00,24.86,20.42,89.57,0.76,422.29,218
2026-01-01T08:10:00,-9.57,1.94,79.55,0.85,417.73,0.5,2025-07-01T08:10:00,25.02,20.47,88.98,0.76,422.52,234
2026-01-01T08:15:00,-9.6,1.93,79.32,0.85,417.68,0.75,2025-07-01T08:15:00,25.18,20.52,88.4,0.76,422.74,250
2026-01-01T08:20:00,-9.63,1.93,79.5,0.85,417.64,1,2025-07-01T08:20:00,25.33,20.56,87.83,0.75,417.39,266
2026-01-01T08:25:00,-9.67,1.93,79.74,0.85,417.57,1.25,2025-07-01T08:25:00,25.49,20.61,87.26,0.75,417.61,282
2026-01-01T08:30:00,-9.7,1.93,79.91,0.85,417.53,1.5,2025-07-01T08:30:00,25.65,20.65,86.65,0.75,417.84,298
2026-01-01T08:35:00,-9.73,1.93,80.09,0.85,417.48,1.75,2025-07-01T08:35:00,25.81,20.7,86.08,0.75,418.06,314
2026-01-01T08:40:00,-9.77,1.93,80.33,0.85,417.41,2,2025-07-01T08:40:00,25.97,20.74,85.48,0.75,418.29,330
2026-01-01T08:45:00,-9.8,1.93,80.52,0.86,422.28,2.25,2025-07-01T08:45:00,26.12,20.78,84.93,0.75,418.5,346
2026-01-01T08:50:00,-9.83,1.93,80.7,0.86,422.23,2.5,2025-07-01T08:50:00,26.28,20.82,84.34,0.75,418.72,362
2026-01-01T08:55:00,-9.87,1.93,80.94,0.86,422.17,2.75,2025-07-01T08:55:00,26.44,20.86,83.75,0.75,418.94,378
2026-01-01T09:00:00,-9.9,1.93,81.12,0.86,422.12,3,2025-07-01T09:00:00,26.6,20.9,83.17,0.75,419.17,394
2026-01-01T09:05:00,-9.88,1.93,81,0.86,422.15,7.92,2025-07-01T09:05:00,26.59,20.91,83.26,0.75,419.15,405.33
2026-01-01T09:10:00,-9.87,1.93,80.94,0.86,422.17,12.83,2025-07-01T09:10:00,26.58,20.92,83.34,0.75,419.14,416.67
2026-01-01T09:15:00,-9.85,1.93,80.82,0.86,422.2,17.75,2025-07-01T09:15:00,26.58,20.93,83.38,0.75,419.14,428
2026-01-01T09:20:00,-9.83,1.93,80.7,0.86,422.23,22.67,2025-07-01T09:20:00,26.57,20.94,83.47,0.75,419.12,439.33
2026-01-01T09:25:00,-9.82,1.93,80.64,0.86,422.25,27.58,2025-07-01T09:25:00,26.56,20.95,83.55,0.75,419.11,450.67
2026-01-01T09:30:00,-9.8,1.93,80.52,0.86,422.28,32.5,2025-07-01T09:30:00,26.55,20.97,83.68,0.75,419.1,462
2026-01-01T09:35:00,-9.78,1.93,80.39,0.86,422.31,37.42,2025-07-01T09:35:00,26.54,20.98,83.77,0.75,419.08,473.33
2026-01-01T09:40:00,-9.77,1.93,80.33,0.86,422.33,42.33,2025-07-01T09:40:00,26.53,20.99,83.85,0.75,419.07,484.67
2026-01-01T09:45:00,-9.75,1.93,80.21,0.86,422.36,47.25,2025-07-01T09:45:00,26.52,21,83.94,0.75,419.05,496
2026-01-01T09:50:00,-9.73,1.93,80.09,0.86,422.39,52.17,2025-07-01T09:50:00,26.52,21.01,83.98,0.75,419.05,507.33
2026-01-01T09:55:00,-9.72,1.93,80.03,0.86,422.41,57.08,2025-07-01T09:55:00,26.51,21.02,84.07,0.75,419.04,518.67
2026-01-01T10:00:00,-9.7,1.93,79.91,0.86,422.44,62,2025-07-01T10:00:00,26.5,21.03,84.15,0.75,419.03,530
2026-01-01T10:05:00,-9.67,1.93,79.74,0.86,422.49,67.67,2025-07-01T10:05:00,26.56,21.06,83.99,0.75,419.11,528.33
2026-01-01T10:10:00,-9.65,1.92,79.2,0.86,422.52,73.33,2025-07-01T10:10:00,26.62,21.09,83.83,0.75,419.19,526.67
2026-01-01T10:15:00,-9.62,1.91,78.61,0.86,422.57,79,2025-07-01T10:15:00,26.68,21.11,83.63,0.75,419.28,525
2026-01-01T10:20:00,-9.6,1.91,78.5,0.86,422.6,84.67,2025-07-01T10:20:00,26.73,21.14,83.52,0.75,419.35,523.33
2026-01-01T10:25:00,-9.57,1.9,77.91,0.86,422.65,90.33,2025-07-01T10:25:00,26.79,21.16,83.32,0.75,419.43,521.67
2026-01-01T10:30:00,-9.55,1.89,77.38,0.86,422.68,96,2025-07-01T10:30:00,26.85,21.19,83.16,0.75,419.52,520
2026-01-01T10:35:00,-9.53,1.89,77.27,0.86,422.71,101.67,2025-07-01T10:35:00,26.91,21.22,83,0.75,419.6,518.33
2026-01-01T10:40:00,-9.5,1.88,76.69,0.86,422.76,107.33,2025-07-01T10:40:00,26.97,21.24,82.81,0.75,419.68,516.67
2026-01-01T10:45:00,-9.47,1.87,76.11,0.86,422.81,113,2025-07-01T10:45:00,27.02,21.27,82.69,0.75,419.75,515
2026-01-01T10:50:00,-9.45,1.87,76,0.86,422.84,118.67,2025-07-01T10:50:00,27.08,21.29,82.5,0.75,419.84,513.33
2026-01-01T10:55:00,-9.43,1.86,75.48,0.86,422.87,124.33,2025-07-01T10:55:00,27.14,21.32,82.34,0.75,419.92,511.67
2026-01-01T11:00:00,-9.4,1.85,74.9,0.86,422.92,130,2025-07-01T11:00:00,27.2,21.35,82.18,0.75,420.01,510
2026-01-01T11:05:00,-9.38,1.85,74.79,0.86,422.95,133.08,2025-07-01T11:05:00,27.31,21.34,81.64,0.75,420.16,522.58
2026-01-01T11:10:00,-9.35,1.84,74.22,0.86,423,136.17,2025-07-01T11:10:00,27.42,21.34,81.15,0.75,420.31,535.17
2026-01-01T11:15:00,-9.32,1.84,74.05,0.86,423.05,139.25,2025-07-01T11:15:00,27.52,21.34,80.7,0.75,420.45,547.75
2026-01-01T11:20:00,-9.3,1.83,73.54,0.86,423.08,142.33,2025-07-01T11:20:00,27.63,21.33,80.18,0.75,420.61,560.33
2026-01-01T11:25:00,-9.28,1.83,73.43,0.86,423.11,145.42,2025-07-01T11:25:00,27.74,21.32,79.65,0.75,420.76,572.92
2026-01-01T11:30:00,-9.25,1.82,72.87,0.86,423.16,148.5,2025-07-01T11:30:00,27.85,21.32,79.17,0.75,420.91,585.5
2026-01-01T11:35:00,-9.22,1.82,72.7,0.86,423.21,151.58,2025-07-01T11:35:00,27.96,21.31,78.66,0.75,421.07,598.08
2026-01-01T11:40:00,-9.2,1.81,72.2,0.85,418.32,154.67,2025-07-01T11:40:00,28.07,21.3,78.15,0.75,421.22,610.67
2026-01-01T11:45:00,-9.18,1.81,72.09,0.85,418.35,157.75,2025-07-01T11:45:00,28.18,21.29,77.64,0.75,421.38,623.25
2026-01-01T11:50:00,-9.15,1.8,71.53,0.85,418.4,160.83,2025-07-01T11:50:00,28.28,21.28,77.18,0.75,421.52,635.83
2026-01-01T11:55:00,-9.12,1.8,71.37,0.85,418.45,163.92,2025-07-01T11:55:00,28.39,21.27,76.68,0.75,421.67,648.42
2026-01-01T12:00:00,-9.1,1.79,70.87,0.85,418.48,167,2025-07-01T12:00:00,28.5,21.25,76.15,0.75,421.82,661
2026-01-01T12:05:00,-9.08,1.79,70.76,0.85,418.51,171.08,2025-07-01T12:05:00,28.54,21.19,75.77,0.75,421.88,667.75
2026-01-01T12:10:00,-9.07,1.79,70.71,0.85,418.52,175.17,2025-07-01T12:10:00,28.58,21.12,75.35,0.75,421.94,674.5
2026-01-01T12:15:00,-9.05,1.79,70.61,0.85,418.56,179.25,2025-07-01T12:15:00,28.62,21.05,74.94,0.75,421.99,681.25
2026-01-01T12:20:00,-9.03,1.79,70.5,0.85,418.59,183.33,2025-07-01T12:20:00,28.67,20.98,74.48,0.75,422.06,688
2026-01-01T12:25:00,-9.02,1.78,70.06,0.85,418.6,187.42,2025-07-01T12:25:00,28.71,20.91,74.07,0.75,422.12,694.75
2026-01-01T12:30:00,-9,1.78,69.95,0.85,418.64,191.5,2025-07-01T12:30:00,28.75,20.84,73.66,0.75,422.17,701.5
2026-01-01T12:35:00,-8.98,1.78,69.85,0.85,418.67,195.58,2025-07-01T12:35:00,28.79,20.77,73.25,0.75,422.23,708.25
2026-01-01T12:40:00,-8.97,1.78,69.8,0.85,418.68,199.67,2025-07-01T12:40:00,28.83,20.7,72.85,0.75,422.28,715
2026-01-01T12:45:00,-8.95,1.78,69.69,0.85,418.71,203.75,2025-07-01T12:45:00,28.88,20.62,72.37,0.75,422.35,721.75
2026-01-01T12:50:00,-8.93,1.77,69.2,0.85,418.75,207.83,2025-07-01T12:50:00,28.92,20.55,71.97,0.75,422.41,728.5
2026-01-01T12:55:00,-8.92,1.77,69.15,0.85,418.76,211.92,2025-07-01T12:55:00,28.96,20.48,71.56,0.75,422.47,735.25
2026-01-01T13:00:00,-8.9,1.77,69.04,0.85,418.79,216,2025-07-01T13:00:00,29,20.41,71.16,0.74,416.89,742
2026-01-01T13:05:00,-8.86,1.76,68.45,0.85,418.86,223.33,2025-07-01T13:05:00,28.61,20.4,72.66,0.75,421.98,728.58
2026-01-01T13:10:00,-8.82,1.75,67.86,0.85,418.92,230.67,2025-07-01T13:10:00,28.22,20.37,74.12,0.75,421.43,715.17
2026-01-01T13:15:00,-8.78,1.73,66.88,0.85,418.98,238,2025-07-01T13:15:00,27.82,20.34,75.66,0.75,420.87,701.75
2026-01-01T13:20:00,-8.73,1.72,66.25,0.85,419.06,245.33,2025-07-01T13:20:00,27.43,20.3,77.15,0.75,420.33,688.33
2026-01-01T13:25:00,-8.69,1.71,65.67,0.85,419.13,252.67,2025-07-01T13:25:00,27.04,20.26,78.68,0.75,419.78,674.92
2026-01-01T13:30:00,-8.65,1.7,65.09,0.85,419.19,260,2025-07-01T13:30:00,26.65,20.2,80.16,0.75,419.24,661.5
2026-01-01T13:35:00,-8.61,1.69,64.52,0.85,419.25,267.33,2025-07-01T13:35:00,26.26,20.13,81.64,0.75,418.69,648.08
2026-01-01T13:40:00,-8.57,1.67,63.57,0.85,419.32,274.67,2025-07-01T13:40:00,25.87,20.06,83.14,0.75,418.15,634.67
2026-01-01T13:45:00,-8.53,1.66,63,0.85,419.38,282,2025-07-01T13:45:00,25.48,19.98,84.64,0.75,417.6,621.25
2026-01-01T13:50:00,-8.48,1.65,62.39,0.85,419.46,289.33,2025-07-01T13:50:00,25.08,19.89,86.17,0.76,422.6,607.83
2026-01-01T13:55:00,-8.44,1.64,61.83,0.85,419.52,296.67,2025-07-01T13:55:00,24.69,19.8,87.69,0.76,422.05,594.42
2026-01-01T14:00:00,-8.4,1.62,60.89,0.85,419.59,304,2025-07-01T14:00:00,24.3,19.69,89.14,0.76,421.5,581
2026-01-01T14:05:00,-8.41,1.61,60.56,0.85,419.57,305,2025-07-01T14:05:00,24.39,19.78,89.09,0.76,421.62,572.75
2026-01-01T14:10:00,-8.42,1.6,60.23,0.85,419.55,306,2025-07-01T14:10:00,24.48,19.86,89,0.76,421.75,564.5
2026-01-01T14:15:00,-8.43,1.59,59.9,0.85,419.54,307,2025-07-01T14:15:00,24.57,19.95,88.95,0.76,421.88,556.25
2026-01-01T14:20:00,-8.43,1.58,59.52,0.85,419.54,308,2025-07-01T14:20:00,24.67,20.03,88.8,0.76,422.02,548
2026-01-01T14:25:00,-8.44,1.57,59.19,0.85,419.52,309,2025-07-01T14:25:00,24.76,20.12,88.75,0.76,422.15,539.75
2026-01-01T14:30:00,-8.45,1.56,58.85,0.85,419.51,310,2025-07-01T14:30:00,24.85,20.2,88.65,0.76,422.28,531.5
2026-01-01T14:35:00,-8.46,1.55,58.52,0.85,419.49,311,2025-07-01T14:35:00,24.94,20.29,88.6,0.76,422.4,523.25
2026-01-01T14:40:00,-8.47,1.54,58.18,0.85,419.48,312,2025-07-01T14:40:00,25.03,20.37,88.5,0.76,422.53,515
2026-01-01T14:45:00,-8.47,1.53,57.81,0.85,419.48,313,2025-07-01T14:45:00,25.12,20.46,88.44,0.75,417.1,506.75
2026-01-01T14:50:00,-8.48,1.52,57.47,0.85,419.46,314,2025-07-01T14:50:00,25.22,20.55,88.33,0.75,417.24,498.5
2026-01-01T14:55:00,-8.49,1.52,57.51,0.85,419.44,315,2025-07-01T14:55:00,25.31,20.63,88.23,0.75,417.36,490.25
2026-01-01T15:00:00,-8.5,1.51,57.18,0.85,419.43,316,2025-07-01T15:00:00,25.4,20.72,88.17,0.75,417.49,482
2026-01-01T15:05:00,-8.53,1.51,57.31,0.85,419.38,312.17,2025-07-01T15:05:00,25.39,20.75,88.35,0.75,417.47,463.42
2026-01-01T15:10:00,-8.55,1.51,57.39,0.85,419.35,308.33,2025-07-01T15:10:00,25.38,20.78,88.52,0.75,417.46,444.83
2026-01-01T15:15:00,-8.57,1.51,57.48,0.85,419.32,304.5,2025-07-01T15:15:00,25.38,20.81,88.65,0.75,417.46,426.25
2026-01-01T15:20:00,-8.6,1.51,57.6,0.85,419.27,300.67,2025-07-01T15:20:00,25.37,20.84,88.83,0.75,417.45,407.67
2026-01-01T15:25:00,-8.62,1.51,57.69,0.85,419.24,296.83,2025-07-01T15:25:00,25.36,20.87,89.01,0.75,417.43,389.08
2026-01-01T15:30:00,-8.65,1.51,57.82,0.85,419.19,293,2025-07-01T15:30:00,25.35,20.9,89.18,0.75,417.42,370.5
2026-01-01T15:35:00,-8.68,1.52,58.33,0.85,419.14,289.17,2025-07-01T15:35:00,25.34,20.93,89.36,0.75,417.4,351.92
2026-01-01T15:40:00,-8.7,1.52,58.42,0.85,419.11,285.33,2025-07-01T15:40:00,25.33,20.96,89.54,0.75,417.39,333.33
2026-01-01T15:45:00,-8.72,1.52,58.5,0.85,419.08,281.5,2025-07-01T15:45:00,25.32,20.98,89.68,0.75,417.38,314.75
