Datetime,T_Outdoor(C),H_Outdoor(g/m3),CO2_Outdoor(g/m3),Radiation_Outdoor(w/m2)
2024-01-01T08:55:00,-0.45,3.91,0.82,0.92
2024-01-01T09:00:00,-0.50,3.89,0.82,1.00
2024-01-01T09:05:00,-0.51,3.88,0.82,3.33
2024-01-01T09:10:00,-0.52,3.87,0.82,5.67
2024-01-01T09:15:00,-0.53,3.86,0.82,8.00
2024-01-01T09:20:00,-0.53,3.85,0.82,10.33
2024-01-01T09:25:00,-0.54,3.84,0.82,12.67
2024-01-01T09:30:00,-0.55,3.83,0.82,15.00
2024-01-01T09:35:00,-0.56,3.82,0.82,17.33
2024-01-01T09:40:00,-0.57,3.81,0.82,19.67
2024-01-01T09:45:00,-0.57,3.80,0.82,22.00
2024-01-01T09:50:00,-0.58,3.79,0.82,24.33
2024-01-01T09:55:00,-0.59,3.78,0.82,26.67
2024-01-01T10:00:00,-0.60,3.77,0.82,29.00
2024-01-01T10:05:00,-0.59,3.76,0.82,32.92
2024-01-01T10:10:00,-0.58,3.75,0.82,36.83
2024-01-01T10:15:00,-0.57,3.74,0.82,40.75
2024-01-01T10:20:00,-0.57,3.73,0.82,44.67
2024-01-01T10:25:00,-0.56,3.72,0.82,48.58
2024-01-01T10:30:00,-0.55,3.71,0.82,52.50
2024-01-01T10:35:00,-0.54,3.70,0.82,56.42
2024-01-01T10:40:00,-0.53,3.69,0.82,60.33
2024-01-01T10:45:00,-0.53,3.68,0.82,64.25
2024-01-01T10:50:00,-0.52,3.67,0.82,68.17
2024-01-01T10:55:00,-0.51,3.66,0.82,72.08
2024-01-01T11:00:00,-0.50,3.65,0.82,76.00
2024-01-01T11:05:00,-0.46,3.65,0.82,83.50
2024-01-01T11:10:00,-0.42,3.65,0.82,91.00
2024-01-01T11:15:00,-0.38,3.65,0.82,98.50
2024-01-01T11:20:00,-0.33,3.65,0.82,106.00
2024-01-01T11:25:00,-0.29,3.65,0.82,113.50
2024-01-01T11:30:00,-0.25,3.65,0.82,121.00
2024-01-01T11:35:00,-0.21,3.64,0.82,128.50
2024-01-01T11:40:00,-0.17,3.64,0.82,136.00
2024-01-01T11:45:00,-0.12,3.64,0.82,143.50
2024-01-01T11:50:00,-0.08,3.64,0.82,151.00
2024-01-01T11:55:00,-0.04,3.64,0.82,158.50
2024-01-01T12:00:00,0.00,3.64,0.82,166.00
2024-01-01T12:05:00,0.06,3.64,0.82,177.83
2024-01-01T12:10:00,0.12,3.64,0.82,189.67
2024-01-01T12:15:00,0.17,3.64,0.82,201.50
2024-01-01T12:20:00,0.23,3.65,0.82,213.33
2024-01-01T12:25:00,0.29,3.65,0.82,225.17
2024-01-01T12:30:00,0.35,3.65,0.82,237.00
2024-01-01T12:35:00,0.41,3.65,0.82,248.83
2024-01-01T12:40:00,0.47,3.66,0.82,260.67
2024-01-01T12:45:00,0.52,3.66,0.82,272.50
2024-01-01T12:50:00,0.58,3.66,0.82,284.33
2024-01-01T12:55:00,0.64,3.66,0.82,296.17
2024-01-01T13:00:00,0.70,3.66,0.82,308.00
2024-01-01T13:05:00,0.68,3.66,0.82,301.25
2024-01-01T13:10:00,0.67,3.66,0.82,294.50
2024-01-01T13:15:00,0.65,3.66,0.82,287.75
2024-01-01T13:20:00,0.63,3.66,0.82,281.00
2024-01-01T13:25:00,0.62,3.66,0.82,274.25
2024-01-01T13:30:00,0.60,3.66,0.82,267.50
2024-01-01T13:35:00,0.58,3.66,0.82,260.75
2024-01-01T13:40:00,0.57,3.66,0.82,254.00
2024-01-01T13:45:00,0.55,3.66,0.82,247.25
2024-01-01T13:50:00,0.53,3.66,0.82,240.50
2024-01-01T13:55:00,0.52,3.66,0.82,233.75
2024-01-01T14:00:00,0.50,3.66,0.82,227.00
2024-01-01T14:05:00,0.49,3.67,0.82,224.25
2024-01-01T14:10:00,0.48,3.67,0.82,221.50
2024-01-01T14:15:00,0.47,3.67,0.82,218.75
2024-01-01T14:20:00,0.47,3.67,0.82,216.00
2024-01-01T14:25:00,0.46,3.67,0.82,213.25
2024-01-01T14:30:00,0.45,3.68,0.82,210.50
2024-01-01T14:35:00,0.44,3.68,0.82,207.75
2024-01-01T14:40:00,0.43,3.68,0.82,205.00
2024-01-01T14:45:00,0.43,3.68,0.82,202.25
2024-01-01T14:50:00,0.42,3.68,0.82,199.50
2024-01-01T14:55:00,0.41,3.69,0.82,196.75
2024-01-01T15:00:00,0.40,3.69,0.82,194.00
2024-01-01T15:05:00,0.36,3.69,0.82,189.58
2024-01-01T15:10:00,0.32,3.68,0.82,185.17
2024-01-01T15:15:00,0.28,3.68,0.82,180.75
2024-01-01T15:20:00,0.23,3.68,0.82,176.33
2024-01-01T15:25:00,0.19,3.68,0.82,171.92
2024-01-01T15:30:00,0.15,3.67,0.82,167.50
2024-01-01T15:35:00,0.11,3.67,0.82,163.08
2024-01-01T15:40:00,0.07,3.67,0.82,158.67
2024-01-01T15:45:00,0.03,3.67,0.82,154.25
2024-01-01T15:50:00,-0.02,3.66,0.82,149.83
2024-01-01T15:55:00,-0.06,3.66,0.82,145.42
2024-01-01T16:00:00,-0.10,3.66,0.82,141.00
2024-01-01T16:05:00,-0.12,3.65,0.82,134.75
2024-01-01T16:10:00,-0.15,3.65,0.82,128.50
2024-01-01T16:15:00,-0.18,3.64,0.82,122.25
2024-01-01T16:20:00,-0.20,3.63,0.82,116.00
2024-01-01T16:25:00,-0.23,3.63,0.82,109.75
2024-01-01T16:30:00,-0.25,3.62,0.82,103.50
2024-01-01T16:35:00,-0.28,3.62,0.82,97.25
2024-01-01T16:40:00,-0.30,3.61,0.82,91.00
2024-01-01T16:45:00,-0.33,3.60,0.82,84.75
2024-01-01T16:50:00,-0.35,3.60,0.82,78.50
2024-01-01T16:55:00,-0.38,3.59,0.82,72.25
2024-01-01T17:00:00,-0.40,3.58,0.82,66.00
2024-01-01T17:05:00,-0.43,3.58,0.82,61.17
2024-01-01T17:10:00,-0.45,3.57,0.82,56.33
2024-01-01T17:15:00,-0.47,3.57,0.82,51.50
2024-01-01T17:20:00,-0.50,3.56,0.82,46.67
2024-01-01T17:25:00,-0.53,3.55,0.82,41.83
2024-01-01T17:30:00,-0.55,3.55,0.82,37.00
2024-01-01T17:35:00,-0.57,3.54,0.82,32.17
2024-01-01T17:40:00,-0.60,3.54,0.82,27.33
2024-01-01T17:45:00,-0.62,3.53,0.82,22.50
2024-01-01T17:50:00,-0.65,3.52,0.82,17.67
2024-01-01T17:55:00,-0.67,3.52,0.82,12.83
2024-01-01T18:00:00,-0.70,3.51,0.82,8.00
2024-01-01T18:05:00,-0.70,3.51,0.82,7.33
2024-01-01T18:10:00,-0.70,3.50,0.82,6.67
2024-01-01T18:15:00,-0.70,3.50,0.82,6.00
2024-01-01T18:20:00,-0.70,3.50,0.82,5.33
2024-01-01T18:25:00,-0.70,3.49,0.82,4.67
2024-01-01T18:30:00,-0.70,3.49,0.82,4.00
2024-01-01T18:35:00,-0.70,3.48,0.82,3.33
2024-01-01T18:40:00,-0.70,3.48,0.82,2.67
2024-01-01T18:45:00,-0.70,3.48,0.82,2.00
2024-01-01T18:50:00,-0.70,3.47,0.82,1.33
2024-01-01T18:55:00,-0.70,3.47,0.82,0.67
2024-01-01T19:00:00,-0.70,3.46,0.82,0.00
2024-01-01T19:05:00,-0.72,3.46,0.82,0.00
2024-01-01T19:10:00,-0.75,3.45,0.83,0.00
2024-01-01T19:15:00,-0.77,3.45,0.83,0.00
2024-01-01T19:20:00,-0.80,3.44,0.83,0.00
2024-01-01T19:25:00,-0.82,3.44,0.83,0.00
2024-01-01T19:30:00,-0.85,3.43,0.83,0.00
2024-01-01T19:35:00,-0.88,3.42,0.83,0.00
2024-01-01T19:40:00,-0.90,3.42,0.83,0.00
2024-01-01T19:45:00,-0.93,3.41,0.83,0.00
2024-01-01T19:50:00,-0.95,3.41,0.83,0.00
2024-01-01T19:55:00,-0.98,3.40,0.83,0.00
2024-01-01T20:00:00,-1.00,3.39,0.83,0.00
2024-01-01T20:05:00,-1.07,3.39,0.83,0.00
2024-01-01T20:10:00,-1.15,3.39,0.83,0.00
2024-01-01T20:15:00,-1.23,3.39,0.83,0.00
2024-01-01T20:20:00,-1.30,3.38,0.83,0.00
2024-01-01T20:25:00,-1.38,3.38,0.83,0.00
2024-01-01T20:30:00,-1.45,3.38,0.83,0.00
2024-01-01T20:35:00,-1.52,3.37,0.83,0.00
2024-01-01T20:40:00,-1.60,3.37,0.83,0.00
2024-01-01T20:45:00,-1.67,3.37,0.83,0.00
2024-01-01T20:50:00,-1.75,3.36,0.83,0.00
2024-01-01T20:55:00,-1.82,3.36,0.83,0.00
2024-01-01T21:00:00,-1.90,3.36,0.83,0.00
2024-01-01T21:05:00,-1.91,3.36,0.83,0.00
2024-01-01T21:10:00,-1.92,3.36,0.83,0.00
2024-01-01T21:15:00,-1.92,3.36,0.83,0.00
2024-01-01T21:20:00,-1.93,3.36,0.83,0.00
2024-01-01T21:25:00,-1.94,3.36,0.83,0.00
2024-01-01T21:30:00,-1.95,3.37,0.83,0.00
2024-01-01T21:35:00,-1.96,3.37,0.83,0.00
2024-01-01T21:40:00,-1.97,3.37,0.83,0.00
2024-01-01T21:45:00,-1.98,3.37,0.83,0.00
2024-01-01T21:50:00,-1.98,3.37,0.83,0.00
2024-01-01T21:55:00,-1.99,3.37,0.83,0.00
2024-01-01T22:00:00,-2.00,3.38,0.83,0.00
2024-01-01T22:05:00,-2.01,3.38,0.83,0.00
2024-01-01T22:10:00,-2.02,3.38,0.83,0.00
2024-01-01T22:15:00,-2.02,3.38,0.83,0.00
2024-01-01T22:20:00,-2.03,3.38,0.83,0.00
2024-01-01T22:25:00,-2.04,3.38,0.83,0.00
2024-01-01T22:30:00,-2.05,3.38,0.83,0.00
2024-01-01T22:35:00,-2.06,3.39,0.83,0.00
2024-01-01T22:40:00,-2.07,3.39,0.83,0.00
2024-01-01T22:45:00,-2.08,3.39,0.83,0.00
2024-01-01T22:50:00,-2.08,3.39,0.83,0.00
2024-01-01T22:55:00,-2.09,3.39,0.83,0.00
2024-01-01T23:00:00,-2.10,3.39,0.83,0.00
2024-01-01T23:05:00,-2.08,3.40,0.83,0.00
2024-01-01T23:10:00,-2.05,3.40,0.83,0.00
2024-01-01T23:15:00,-2.02,3.40,0.83,0.00
2024-01-01T23:20:00,-2.00,3.40,0.83,0.00
2024-01-01T23:25:00,-1.98,3.41,0.83,0.00
2024-01-01T23:30:00,-1.95,3.41,0.83,0.00
2024-01-01T23:35:00,-1.93,3.41,0.83,0.00
2024-01-01T23:40:00,-1.90,3.41,0.83,0.00
2024-01-01T23:45:00,-1.88,3.42,0.83,0.00
2024-01-01T23:50:00,-1.85,3.42,0.83,0.00
2024-01-01T23:55:00,-1.82,3.42,0.83,0.00
2024-01-02T00:00:00,-1.80,3.42,0.83,0.00
2024-01-02T00:05:00,-1.79,3.41,0.83,0.00
2024-01-02T00:10:00,-1.78,3.40,0.83,0.00
2024-01-02T00:15:00,-1.77,3.39,0.83,0.00
2024-01-02T00:20:00,-1.77,3.37,0.83,0.00
2024-01-02T00:25:00,-1.76,3.36,0.83,0.00
2024-01-02T00:30:00,-1.75,3.35,0.83,0.00
2024-01-02T00:35:00,-1.74,3.34,0.83,0.00
2024-01-02T00:40:00,-1.73,3.32,0.83,0.00
2024-01-02T00:45:00,-1.73,3.31,0.83,0.00
2024-01-02T00:50:00,-1.72,3.30,0.83,0.00
2024-01-02T00:55:00,-1.71,3.29,0.83,0.00
2024-01-02T01:00:00,-1.70,3.28,0.83,0.00
2024-01-02T01:05:00,-1.68,3.27,0.83,0.00
2024-01-02T01:10:00,-1.67,3.26,0.83,0.00
2024-01-02T01:15:00,-1.65,3.25,0.83,0.00
2024-01-02T01:20:00,-1.63,3.25,0.83,0.00
2024-01-02T01:25:00,-1.62,3.24,0.83,0.00
2024-01-02T01:30:00,-1.60,3.23,0.83,0.00
2024-01-02T01:35:00,-1.58,3.23,0.83,0.00
2024-01-02T01:40:00,-1.57,3.22,0.83,0.00
2024-01-02T01:45:00,-1.55,3.21,0.83,0.00
2024-01-02T01:50:00,-1.53,3.20,0.83,0.00
2024-01-02T01:55:00,-1.52,3.20,0.83,0.00
2024-01-02T02:00:00,-1.50,3.19,0.83,0.00
2024-01-02T02:05:00,-1.49,3.20,0.83,0.00
2024-01-02T02:10:00,-1.48,3.20,0.83,0.00
2024-01-02T02:15:00,-1.48,3.21,0.83,0.00
2024-01-02T02:20:00,-1.47,3.21,0.83,0.00
2024-01-02T02:25:00,-1.46,3.22,0.83,0.00
2024-01-02T02:30:00,-1.45,3.22,0.83,0.00
2024-01-02T02:35:00,-1.44,3.23,0.83,0.00
2024-01-02T02:40:00,-1.43,3.23,0.83,0.00
2024-01-02T02:45:00,-1.42,3.24,0.83,0.00
2024-01-02T02:50:00,-1.42,3.25,0.83,0.00
2024-01-02T02:55:00,-1.41,3.25,0.83,0.00
2024-01-02T03:00:00,-1.40,3.26,0.83,0.00
2024-01-02T03:05:00,-1.39,3.26,0.83,0.00
2024-01-02T03:10:00,-1.38,3.27,0.83,0.00
2024-01-02T03:15:00,-1.38,3.27,0.83,0.00
2024-01-02T03:20:00,-1.37,3.28,0.83,0.00
2024-01-02T03:25:00,-1.36,3.28,0.83,0.00
2024-01-02T03:30:00,-1.35,3.29,0.83,0.00
2024-01-02T03:35:00,-1.34,3.30,0.83,0.00
2024-01-02T03:40:00,-1.33,3.30,0.83,0.00
2024-01-02T03:45:00,-1.32,3.31,0.83,0.00
2024-01-02T03:50:00,-1.32,3.31,0.83,0.00
2024-01-02T03:55:00,-1.31,3.32,0.83,0.00
2024-01-02T04:00:00,-1.30,3.32,0.83,0.00
2024-01-02T04:05:00,-1.30,3.33,0.83,0.00
2024-01-02T04:10:00,-1.30,3.34,0.83,0.00
2024-01-02T04:15:00,-1.30,3.35,0.83,0.00
2024-01-02T04:20:00,-1.30,3.35,0.83,0.00
2024-01-02T04:25:00,-1.30,3.36,0.83,0.00
2024-01-02T04:30:00,-1.30,3.37,0.83,0.00
2024-01-02T04:35:00,-1.30,3.38,0.83,0.00
2024-01-02T04:40:00,-1.30,3.38,0.83,0.00
2024-01-02T04:45:00,-1.30,3.39,0.83,0.00
2024-01-02T04:50:00,-1.30,3.40,0.83,0.00
2024-01-02T04:55:00,-1.30,3.40,0.83,0.00
2024-01-02T05:00:00,-1.30,3.41,0.83,0.00
2024-01-02T05:05:00,-1.28,3.42,0.83,0.00
2024-01-02T05:10:00,-1.27,3.42,0.83,0.00
2024-01-02T05:15:00,-1.25,3.42,0.83,0.00
2024-01-02T05:20:00,-1.23,3.43,0.83,0.00
2024-01-02T05:25:00,-1.22,3.43,0.83,0.00
2024-01-02T05:30:00,-1.20,3.44,0.83,0.00
2024-01-02T05:35:00,-1.18,3.44,0.83,0.00
2024-01-02T05:40:00,-1.17,3.44,0.83,0.00
2024-01-02T05:45:00,-1.15,3.45,0.83,0.00
2024-01-02T05:50:00,-1.13,3.45,0.83,0.00
2024-01-02T05:55:00,-1.12,3.46,0.83,0.00
2024-01-02T06:00:00,-1.10,3.46,0.83,0.00
2024-01-02T06:05:00,-1.09,3.46,0.83,0.00
2024-01-02T06:10:00,-1.08,3.46,0.83,0.00
2024-01-02T06:15:00,-1.08,3.47,0.83,0.00
2024-01-02T06:20:00,-1.07,3.47,0.83,0.00
2024-01-02T06:25:00,-1.06,3.47,0.83,0.00
2024-01-02T06:30:00,-1.05,3.47,0.83,0.00
2024-01-02T06:35:00,-1.04,3.47,0.83,0.00
2024-01-02T06:40:00,-1.03,3.48,0.83,0.00
2024-01-02T06:45:00,-1.02,3.48,0.83,0.00
