Datetime,T_Outdoor(C),H_Outdoor(g/m3),CO2_Outdoor(g/m3),Radiation_Outdoor(w/m2)
2025-01-01T06:50:00,3.52,6.03,0.80,0.00
2025-01-01T06:55:00,3.51,6.03,0.80,0.00
2025-01-01T07:00:00,3.50,6.03,0.80,0.00
2025-01-01T07:05:00,3.48,6.03,0.80,0.00
2025-01-01T07:10:00,3.47,6.02,0.80,0.00
2025-01-01T07:15:00,3.45,6.02,0.80,0.00
2025-01-01T07:20:00,3.43,6.02,0.80,0.00
2025-01-01T07:25:00,3.42,6.02,0.80,0.00
2025-01-01T07:30:00,3.40,6.02,0.80,0.00
2025-01-01T07:35:00,3.38,6.02,0.80,0.00
2025-01-01T07:40:00,3.37,6.01,0.80,0.00
2025-01-01T07:45:00,3.35,6.01,0.80,0.00
2025-01-01T07:50:00,3.33,6.01,0.80,0.00
2025-01-01T07:55:00,3.32,6.01,0.80,0.00
2025-01-01T08:00:00,3.30,6.01,0.80,0.00
2025-01-01T08:05:00,3.43,6.05,0.80,0.08
2025-01-01T08:10:00,3.57,6.09,0.80,0.17
2025-01-01T08:15:00,3.70,6.14,0.80,0.25
2025-01-01T08:20:00,3.83,6.18,0.80,0.33
2025-01-01T08:25:00,3.97,6.23,0.80,0.42
2025-01-01T08:30:00,4.10,6.27,0.80,0.50
2025-01-01T08:35:00,4.23,6.32,0.80,0.58
2025-01-01T08:40:00,4.37,6.36,0.80,0.67
2025-01-01T08:45:00,4.50,6.41,0.80,0.75
2025-01-01T08:50:00,4.63,6.45,0.80,0.83
2025-01-01T08:55:00,4.77,6.50,0.80,0.92
2025-01-01T09:00:00,4.90,6.55,0.80,1.00
2025-01-01T09:05:00,4.94,6.57,0.80,1.83
2025-01-01T09:10:00,4.98,6.58,0.80,2.67
2025-01-01T09:15:00,5.03,6.60,0.80,3.50
2025-01-01T09:20:00,5.07,6.62,0.80,4.33
2025-01-01T09:25:00,5.11,6.64,0.80,5.17
2025-01-01T09:30:00,5.15,6.66,0.80,6.00
2025-01-01T09:35:00,5.19,6.67,0.80,6.83
2025-01-01T09:40:00,5.23,6.69,0.80,7.67
2025-01-01T09:45:00,5.28,6.71,0.80,8.50
2025-01-01T09:50:00,5.32,6.73,0.80,9.33
2025-01-01T09:55:00,5.36,6.75,0.80,10.17
2025-01-01T10:00:00,5.40,6.77,0.80,11.00
2025-01-01T10:05:00,5.33,6.73,0.80,11.50
2025-01-01T10:10:00,5.25,6.70,0.80,12.00
2025-01-01T10:15:00,5.18,6.67,0.80,12.50
2025-01-01T10:20:00,5.10,6.63,0.80,13.00
2025-01-01T10:25:00,5.03,6.60,0.80,13.50
2025-01-01T10:30:00,4.95,6.57,0.80,14.00
2025-01-01T10:35:00,4.88,6.54,0.80,14.50
2025-01-01T10:40:00,4.80,6.50,0.80,15.00
2025-01-01T10:45:00,4.72,6.47,0.80,15.50
2025-01-01T10:50:00,4.65,6.44,0.80,16.00
2025-01-01T10:55:00,4.58,6.41,0.80,16.50
2025-01-01T11:00:00,4.50,6.38,0.80,17.00
2025-01-01T11:05:00,4.37,6.33,0.80,20.58
2025-01-01T11:10:00,4.23,6.28,0.80,24.17
2025-01-01T11:15:00,4.10,6.22,0.80,27.75
2025-01-01T11:20:00,3.97,6.18,0.80,31.33
2025-01-01T11:25:00,3.83,6.13,0.80,34.92
2025-01-01T11:30:00,3.70,6.08,0.80,38.50
2025-01-01T11:35:00,3.57,6.03,0.80,42.08
2025-01-01T11:40:00,3.43,5.98,0.81,45.67
2025-01-01T11:45:00,3.30,5.93,0.81,49.25
2025-01-01T11:50:00,3.17,5.88,0.81,52.83
2025-01-01T11:55:00,3.03,5.84,0.81,56.42
2025-01-01T12:00:00,2.90,5.79,0.81,60.00
2025-01-01T12:05:00,2.88,5.76,0.81,59.33
2025-01-01T12:10:00,2.87,5.74,0.81,58.67
2025-01-01T12:15:00,2.85,5.71,0.81,58.00
2025-01-01T12:20:00,2.83,5.68,0.81,57.33
2025-01-01T12:25:00,2.82,5.66,0.81,56.67
2025-01-01T12:30:00,2.80,5.63,0.81,56.00
2025-01-01T12:35:00,2.78,5.61,0.81,55.33
2025-01-01T12:40:00,2.77,5.58,0.81,54.67
2025-01-01T12:45:00,2.75,5.56,0.81,54.00
2025-01-01T12:50:00,2.73,5.53,0.81,53.33
2025-01-01T12:55:00,2.72,5.50,0.81,52.67
2025-01-01T13:00:00,2.70,5.48,0.81,52.00
2025-01-01T13:05:00,2.69,5.47,0.81,51.75
2025-01-01T13:10:00,2.68,5.45,0.81,51.50
2025-01-01T13:15:00,2.68,5.44,0.81,51.25
2025-01-01T13:20:00,2.67,5.43,0.81,51.00
2025-01-01T13:25:00,2.66,5.41,0.81,50.75
2025-01-01T13:30:00,2.65,5.40,0.81,50.50
2025-01-01T13:35:00,2.64,5.39,0.81,50.25
2025-01-01T13:40:00,2.63,5.38,0.81,50.00
2025-01-01T13:45:00,2.62,5.36,0.81,49.75
2025-01-01T13:50:00,2.62,5.35,0.81,49.50
2025-01-01T13:55:00,2.61,5.34,0.81,49.25
2025-01-01T14:00:00,2.60,5.33,0.81,49.00
2025-01-01T14:05:00,2.60,5.32,0.81,50.42
2025-01-01T14:10:00,2.60,5.31,0.81,51.83
2025-01-01T14:15:00,2.60,5.30,0.81,53.25
2025-01-01T14:20:00,2.60,5.29,0.81,54.67
2025-01-01T14:25:00,2.60,5.28,0.81,56.08
2025-01-01T14:30:00,2.60,5.27,0.81,57.50
2025-01-01T14:35:00,2.60,5.26,0.81,58.92
2025-01-01T14:40:00,2.60,5.25,0.81,60.33
2025-01-01T14:45:00,2.60,5.24,0.81,61.75
2025-01-01T14:50:00,2.60,5.23,0.81,63.17
2025-01-01T14:55:00,2.60,5.22,0.81,64.58
2025-01-01T15:00:00,2.60,5.21,0.81,66.00
2025-01-01T15:05:00,2.59,5.18,0.81,64.50
2025-01-01T15:10:00,2.58,5.16,0.81,63.00
2025-01-01T15:15:00,2.58,5.13,0.81,61.50
2025-01-01T15:20:00,2.57,5.10,0.81,60.00
2025-01-01T15:25:00,2.56,5.08,0.81,58.50
2025-01-01T15:30:00,2.55,5.05,0.81,57.00
2025-01-01T15:35:00,2.54,5.02,0.81,55.50
2025-01-01T15:40:00,2.53,4.99,0.81,54.00
2025-01-01T15:45:00,2.52,4.97,0.81,52.50
2025-01-01T15:50:00,2.52,4.94,0.81,51.00
2025-01-01T15:55:00,2.51,4.91,0.81,49.50
2025-01-01T16:00:00,2.50,4.89,0.81,48.00
2025-01-01T16:05:00,2.48,4.86,0.81,46.42
2025-01-01T16:10:00,2.47,4.83,0.81,44.83
2025-01-01T16:15:00,2.45,4.80,0.81,43.25
2025-01-01T16:20:00,2.43,4.77,0.81,41.67
2025-01-01T16:25:00,2.42,4.74,0.81,40.08
2025-01-01T16:30:00,2.40,4.71,0.81,38.50
2025-01-01T16:35:00,2.38,4.68,0.81,36.92
2025-01-01T16:40:00,2.37,4.65,0.81,35.33
2025-01-01T16:45:00,2.35,4.62,0.81,33.75
2025-01-01T16:50:00,2.33,4.60,0.81,32.17
2025-01-01T16:55:00,2.32,4.57,0.81,30.58
2025-01-01T17:00:00,2.30,4.54,0.81,29.00
2025-01-01T17:05:00,2.28,4.52,0.81,26.92
2025-01-01T17:10:00,2.27,4.51,0.81,24.83
2025-01-01T17:15:00,2.25,4.49,0.81,22.75
2025-01-01T17:20:00,2.23,4.48,0.81,20.67
2025-01-01T17:25:00,2.22,4.47,0.81,18.58
2025-01-01T17:30:00,2.20,4.45,0.81,16.50
2025-01-01T17:35:00,2.18,4.44,0.81,14.42
2025-01-01T17:40:00,2.17,4.42,0.81,12.33
2025-01-01T17:45:00,2.15,4.41,0.81,10.25
2025-01-01T17:50:00,2.13,4.39,0.81,8.17
2025-01-01T17:55:00,2.12,4.38,0.81,6.08
2025-01-01T18:00:00,2.10,4.37,0.81,4.00
2025-01-01T18:05:00,2.09,4.36,0.81,3.67
2025-01-01T18:10:00,2.08,4.35,0.81,3.33
2025-01-01T18:15:00,2.08,4.34,0.81,3.00
2025-01-01T18:20:00,2.07,4.34,0.81,2.67
2025-01-01T18:25:00,2.06,4.33,0.81,2.33
2025-01-01T18:30:00,2.05,4.32,0.81,2.00
2025-01-01T18:35:00,2.04,4.32,0.81,1.67
2025-01-01T18:40:00,2.03,4.31,0.81,1.33
2025-01-01T18:45:00,2.02,4.30,0.81,1.00
2025-01-01T18:50:00,2.02,4.29,0.81,0.67
2025-01-01T18:55:00,2.01,4.29,0.81,0.33
2025-01-01T19:00:00,2.00,4.28,0.81,0.00
2025-01-01T19:05:00,1.98,4.27,0.81,0.00
2025-01-01T19:10:00,1.97,4.25,0.81,0.00
2025-01-01T19:15:00,1.95,4.24,0.81,0.00
2025-01-01T19:20:00,1.93,4.22,0.81,0.00
2025-01-01T19:25:00,1.92,4.21,0.81,0.00
2025-01-01T19:30:00,1.90,4.20,0.81,0.00
2025-01-01T19:35:00,1.88,4.18,0.81,0.00
2025-01-01T19:40:00,1.87,4.17,0.81,0.00
2025-01-01T19:45:00,1.85,4.15,0.81,0.00
2025-01-01T19:50:00,1.83,4.14,0.81,0.00
2025-01-01T19:55:00,1.82,4.13,0.81,0.00
2025-01-01T20:00:00,1.80,4.11,0.81,0.00
2025-01-01T20:05:00,1.80,4.09,0.81,0.00
2025-01-01T20:10:00,1.80,4.06,0.81,0.00
2025-01-01T20:15:00,1.80,4.03,0.81,0.00
2025-01-01T20:20:00,1.80,4.00,0.81,0.00
2025-01-01T20:25:00,1.80,3.98,0.81,0.00
2025-01-01T20:30:00,1.80,3.95,0.81,0.00
2025-01-01T20:35:00,1.80,3.92,0.81,0.00
2025-01-01T20:40:00,1.80,3.89,0.81,0.00
2025-01-01T20:45:00,1.80,3.87,0.81,0.00
2025-01-01T20:50:00,1.80,3.84,0.82,0.00
2025-01-01T20:55:00,1.80,3.81,0.82,0.00
2025-01-01T21:00:00,1.80,3.78,0.82,0.00
2025-01-01T21:05:00,1.76,3.81,0.82,0.00
2025-01-01T21:10:00,1.72,3.84,0.82,0.00
2025-01-01T21:15:00,1.68,3.87,0.82,0.00
2025-01-01T21:20:00,1.63,3.90,0.82,0.00
2025-01-01T21:25:00,1.59,3.93,0.82,0.00
2025-01-01T21:30:00,1.55,3.96,0.82,0.00
2025-01-01T21:35:00,1.51,3.99,0.82,0.00
2025-01-01T21:40:00,1.47,4.02,0.82,0.00
2025-01-01T21:45:00,1.43,4.05,0.82,0.00
2025-01-01T21:50:00,1.38,4.08,0.82,0.00
2025-01-01T21:55:00,1.34,4.11,0.82,0.00
2025-01-01T22:00:00,1.30,4.13,0.82,0.00
2025-01-01T22:05:00,1.30,4.13,0.82,0.00
2025-01-01T22:10:00,1.30,4.13,0.82,0.00
2025-01-01T22:15:00,1.30,4.12,0.82,0.00
2025-01-01T22:20:00,1.30,4.12,0.82,0.00
2025-01-01T22:25:00,1.30,4.11,0.82,0.00
2025-01-01T22:30:00,1.30,4.11,0.82,0.00
2025-01-01T22:35:00,1.30,4.10,0.82,0.00
2025-01-01T22:40:00,1.30,4.10,0.82,0.00
2025-01-01T22:45:00,1.30,4.09,0.82,0.00
2025-01-01T22:50:00,1.30,4.09,0.82,0.00
2025-01-01T22:55:00,1.30,4.09,0.82,0.00
2025-01-01T23:00:00,1.30,4.08,0.82,0.00
2025-01-01T23:05:00,1.28,4.07,0.82,0.00
2025-01-01T23:10:00,1.25,4.05,0.82,0.00
2025-01-01T23:15:00,1.23,4.03,0.82,0.00
2025-01-01T23:20:00,1.20,4.02,0.82,0.00
2025-01-01T23:25:00,1.18,4.00,0.82,0.00
2025-01-01T23:30:00,1.15,3.99,0.82,0.00
2025-01-01T23:35:00,1.12,3.97,0.82,0.00
2025-01-01T23:40:00,1.10,3.96,0.82,0.00
2025-01-01T23:45:00,1.07,3.94,0.82,0.00
2025-01-01T23:50:00,1.05,3.93,0.82,0.00
2025-01-01T23:55:00,1.02,3.91,0.82,0.00
2025-01-02T00:00:00,1.00,3.89,0.82,0.00
2025-01-02T00:05:00,0.95,3.89,0.82,0.00
2025-01-02T00:10:00,0.90,3.88,0.82,0.00
2025-01-02T00:15:00,0.85,3.87,0.82,0.00
2025-01-02T00:20:00,0.80,3.86,0.82,0.00
2025-01-02T00:25:00,0.75,3.85,0.82,0.00
2025-01-02T00:30:00,0.70,3.84,0.82,0.00
2025-01-02T00:35:00,0.65,3.83,0.82,0.00
2025-01-02T00:40:00,0.60,3.82,0.82,0.00
2025-01-02T00:45:00,0.55,3.81,0.82,0.00
2025-01-02T00:50:00,0.50,3.81,0.82,0.00
2025-01-02T00:55:00,0.45,3.80,0.82,0.00
2025-01-02T01:00:00,0.40,3.79,0.82,0.00
2025-01-02T01:05:00,0.38,3.79,0.82,0.00
2025-01-02T01:10:00,0.37,3.79,0.82,0.00
2025-01-02T01:15:00,0.35,3.79,0.82,0.00
2025-01-02T01:20:00,0.33,3.79,0.82,0.00
2025-01-02T01:25:00,0.32,3.79,0.82,0.00
2025-01-02T01:30:00,0.30,3.79,0.82,0.00
2025-01-02T01:35:00,0.28,3.79,0.82,0.00
2025-01-02T01:40:00,0.27,3.79,0.82,0.00
2025-01-02T01:45:00,0.25,3.79,0.82,0.00
2025-01-02T01:50:00,0.23,3.79,0.82,0.00
2025-01-02T01:55:00,0.22,3.79,0.82,0.00
2025-01-02T02:00:00,0.20,3.79,0.82,0.00
2025-01-02T02:05:00,0.18,3.78,0.82,0.00
2025-01-02T02:10:00,0.17,3.78,0.82,0.00
2025-01-02T02:15:00,0.15,3.77,0.82,0.00
2025-01-02T02:20:00,0.13,3.77,0.82,0.00
2025-01-02T02:25:00,0.12,3.76,0.82,0.00
2025-01-02T02:30:00,0.10,3.76,0.82,0.00
2025-01-02T02:35:00,0.08,3.76,0.82,0.00
2025-01-02T02:40:00,0.07,3.75,0.82,0.00
2025-01-02T02:45:00,0.05,3.75,0.82,0.00
2025-01-02T02:50:00,0.03,3.74,0.82,0.00
2025-01-02T02:55:00,0.02,3.74,0.82,0.00
2025-01-02T03:00:00,0.00,3.73,0.82,0.00
2025-01-02T03:05:00,-0.02,3.73,0.82,0.00
2025-01-02T03:10:00,-0.03,3.72,0.82,0.00
2025-01-02T03:15:00,-0.05,3.71,0.82,0.00
2025-01-02T03:20:00,-0.07,3.70,0.82,0.00
2025-01-02T03:25:00,-0.08,3.69,0.82,0.00
2025-01-02T03:30:00,-0.10,3.68,0.82,0.00
2025-01-02T03:35:00,-0.12,3.68,0.82,0.00
2025-01-02T03:40:00,-0.13,3.67,0.82,0.00
2025-01-02T03:45:00,-0.15,3.66,0.82,0.00
2025-01-02T03:50:00,-0.17,3.65,0.82,0.00
2025-01-02T03:55:00,-0.18,3.64,0.82,0.00
2025-01-02T04:00:00,-0.20,3.63,0.82,0.00
2025-01-02T04:05:00,-0.20,3.64,0.82,0.00
2025-01-02T04:10:00,-0.20,3.65,0.82,0.00
2025-01-02T04:15:00,-0.20,3.66,0.82,0.00
2025-01-02T04:20:00,-0.20,3.67,0.82,0.00
2025-01-02T04:25:00,-0.20,3.67,0.82,0.00
2025-01-02T04:30:00,-0.20,3.68,0.82,0.00
2025-01-02T04:35:00,-0.20,3.69,0.82,0.00
2025-01-02T04:40:00,-0.20,3.70,0.82,0.00
2025-01-02T04:45:00,-0.20,3.71,0.82,0.00
2025-01-02T04:50:00,-0.20,3.71,0.82,0.00
2025-01-02T04:55:00,-0.20,3.72,0.82,0.00
2025-01-02T05:00:00,-0.20,3.73,0.82,0.00
2025-01-02T05:05:00,-0.20,3.74,0.82,0.00
2025-01-02T05:10:00,-0.20,3.75,0.82,0.00
2025-01-02T05:15:00,-0.20,3.75,0.82,0.00
2025-01-02T05:20:00,-0.20,3.76,0.82,0.00
2025-01-02T05:25:00,-0.20,3.77,0.82,0.00
2025-01-02T05:30:00,-0.20,3.78,0.82,0.00
2025-01-02T05:35:00,-0.20,3.79,0.82,0.00
2025-01-02T05:40:00,-0.20,3.79,0.82,0.00
2025-01-02T05:45:00,-0.20,3.80,0.82,0.00
2025-01-02T05:50:00,-0.20,3.81,0.82,0.00
2025-01-02T05:55:00,-0.20,3.82,0.82,0.00
2025-01-02T06:00:00,-0.20,3.83,0.82,0.00
2025-01-02T06:05:00,-0.21,3.82,0.82,0.00
2025-01-02T06:10:00,-0.22,3.81,0.82,0.00
2025-01-02T06:15:00,-0.23,3.81,0.82,0.00
2025-01-02T06:20:00,-0.23,3.80,0.82,0.00
2025-01-02T06:25:00,-0.24,3.80,0.82,0.00
2025-01-02T06:30:00,-0.25,3.79,0.82,0.00
2025-01-02T06:35:00,-0.26,3.78,0.82,0.00
2025-01-02T06:40:00,-0.27,3.78,0.82,0.00
2025-01-02T06:45:00,-0.28,3.77,0.82,0.00
2025-01-02T06:50:00,-0.28,3.76,0.82,0.00
2025-01-02T06:55:00,-0.29,3.76,0.82,0.00
2025-01-02T07:00:00,-0.30,3.75,0.82,0.00
2025-01-02T07:05:00,-0.32,3.75,0.82,0.00
2025-01-02T07:10:00,-0.33,3.74,0.82,0.00
2025-01-02T07:15:00,-0.35,3.74,0.82,0.00
2025-01-02T07:20:00,-0.37,3.73,0.82,0.00
2025-01-02T07:25:00,-0.38,3.73,0.82,0.00
2025-01-02T07:30:00,-0.40,3.73,0.82,0.00
2025-01-02T07:35:00,-0.42,3.72,0.82,0.00
2025-01-02T07:40:00,-0.43,3.72,0.82,0.00
2025-01-02T07:45:00,-0.45,3.71,0.82,0.00
2025-01-02T07:50:00,-0.47,3.71,0.83,0.00
2025-01-02T07:55:00,-0.48,3.70,0.83,0.00
2025-01-02T08:00:00,-0.50,3.70,0.83,0.00
2025-01-02T08:05:00,-0.47,3.70,0.83,0.33
2025-01-02T08:10:00,-0.45,3.69,0.83,0.67
2025-01-02T08:15:00,-0.42,3.68,0.83,1.00
2025-01-02T08:20:00,-0.40,3.68,0.83,1.33
2025-01-02T08:25:00,-0.38,3.67,0.83,1.67
2025-01-02T08:30:00,-0.35,3.67,0.83,2.00
2025-01-02T08:35:00,-0.32,3.66,0.83,2.33
2025-01-02T08:40:00,-0.30,3.66,0.83,2.67
2025-01-02T08:45:00,-0.28,3.65,0.83,3.00
2025-01-02T08:50:00,-0.25,3.65,0.83,3.33
2025-01-02T08:55:00,-0.22,3.64,0.83,3.67
2025-01-02T09:00:00,-0.20,3.63,0.82,4.00
2025-01-02T09:05:00,-0.14,3.65,0.82,9.42
2025-01-02T09:10:00,-0.08,3.66,0.82,14.83
2025-01-02T09:15:00,-0.03,3.67,0.82,20.25
2025-01-02T09:20:00,0.03,3.68,0.82,25.67
2025-01-02T09:25:00,0.09,3.69,0.82,31.08
2025-01-02T09:30:00,0.15,3.70,0.82,36.50
2025-01-02T09:35:00,0.21,3.71,0.82,41.92
2025-01-02T09:40:00,0.27,3.72,0.82,47.33
2025-01-02T09:45:00,0.32,3.73,0.82,52.75
2025-01-02T09:50:00,0.38,3.74,0.82,58.17
2025-01-02T09:55:00,0.44,3.75,0.82,63.58
2025-01-02T10:00:00,0.50,3.76,0.82,69.00
2025-01-02T10:05:00,0.57,3.77,0.82,76.00
2025-01-02T10:10:00,0.63,3.77,0.82,83.00
2025-01-02T10:15:00,0.70,3.78,0.82,90.00
2025-01-02T10:20:00,0.77,3.78,0.82,97.00
2025-01-02T10:25:00,0.83,3.79,0.82,104.00
2025-01-02T10:30:00,0.90,3.79,0.82,111.00
2025-01-02T10:35:00,0.97,3.80,0.82,118.00
2025-01-02T10:40:00,1.03,3.80,0.82,125.00
2025-01-02T10:45:00,1.10,3.80,0.82,132.00
2025-01-02T10:50:00,1.17,3.81,0.82,139.00
2025-01-02T10:55:00,1.23,3.81,0.82,146.00
2025-01-02T11:00:00,1.30,3.82,0.82,153.00
2025-01-02T11:05:00,1.33,3.77,0.82,164.17
2025-01-02T11:10:00,1.37,3.73,0.82,175.33
2025-01-02T11:15:00,1.40,3.68,0.82,186.50
2025-01-02T11:20:00,1.43,3.64,0.82,197.67
2025-01-02T11:25:00,1.47,3.59,0.82,208.83
2025-01-02T11:30:00,1.50,3.55,0.82,220.00
2025-01-02T11:35:00,1.53,3.50,0.82,231.17
2025-01-02T11:40:00,1.57,3.45,0.82,242.33
2025-01-02T11:45:00,1.60,3.41,0.82,253.50
2025-01-02T11:50:00,1.63,3.36,0.82,264.67
2025-01-02T11:55:00,1.67,3.32,0.82,275.83
2025-01-02T12:00:00,1.70,3.27,0.82,287.00
2025-01-02T12:05:00,1.72,3.25,0.82,296.08
2025-01-02T12:10:00,1.73,3.23,0.82,305.17
2025-01-02T12:15:00,1.75,3.21,0.82,314.25
2025-01-02T12:20:00,1.77,3.19,0.82,323.33
2025-01-02T12:25:00,1.78,3.17,0.82,332.42
2025-01-02T12:30:00,1.80,3.15,0.82,341.50
2025-01-02T12:35:00,1.82,3.13,0.82,350.58
2025-01-02T12:40:00,1.83,3.11,0.82,359.67
2025-01-02T12:45:00,1.85,3.10,0.82,368.75
2025-01-02T12:50:00,1.87,3.08,0.82,377.83
2025-01-02T12:55:00,1.88,3.06,0.82,386.92
2025-01-02T13:00:00,1.90,3.04,0.82,396.00
2025-01-02T13:05:00,1.92,3.02,0.82,396.67
2025-01-02T13:10:00,1.93,3.00,0.82,397.33
2025-01-02T13:15:00,1.95,2.98,0.82,398.00
2025-01-02T13:20:00,1.97,2.96,0.82,398.67
2025-01-02T13:25:00,1.98,2.94,0.82,399.33
2025-01-02T13:30:00,2.00,2.92,0.82,400.00
2025-01-02T13:35:00,2.02,2.90,0.82,400.67
2025-01-02T13:40:00,2.03,2.88,0.82,401.33
2025-01-02T13:45:00,2.05,2.86,0.82,402.00
2025-01-02T13:50:00,2.07,2.84,0.82,402.67
2025-01-02T13:55:00,2.08,2.82,0.82,403.33
2025-01-02T14:00:00,2.10,2.80,0.82,404.00
2025-01-02T14:05:00,2.08,2.78,0.82,399.92
2025-01-02T14:10:00,2.05,2.76,0.82,395.83
2025-01-02T14:15:00,2.02,2.74,0.82,391.75
2025-01-02T14:20:00,2.00,2.72,0.82,387.67
2025-01-02T14:25:00,1.98,2.71,0.82,383.58
2025-01-02T14:30:00,1.95,2.69,0.82,379.50
2025-01-02T14:35:00,1.93,2.67,0.82,375.42
2025-01-02T14:40:00,1.90,2.65,0.82,371.33
2025-01-02T14:45:00,1.88,2.63,0.82,367.25
2025-01-02T14:50:00,1.85,2.61,0.82,363.17
2025-01-02T14:55:00,1.82,2.60,0.82,359.08
2025-01-02T15:00:00,1.80,2.58,0.82,355.00
2025-01-02T15:05:00,1.77,2.59,0.82,348.00
2025-01-02T15:10:00,1.73,2.59,0.82,341.00
2025-01-02T15:15:00,1.70,2.60,0.82,334.00
2025-01-02T15:20:00,1.67,2.61,0.82,327.00
2025-01-02T15:25:00,1.63,2.62,0.82,320.00
2025-01-02T15:30:00,1.60,2.62,0.82,313.00
2025-01-02T15:35:00,1.57,2.63,0.82,306.00
